# 月行九道 — Ecliptic latitude β envelope (local extrema)
# DE440 1900–2100, 1-day steps
#
# day         beta(deg)    type
# ----------  -----------  ----  (1=max, -1=min)
  37544.0000     -5.119121  -1
  37559.0000      5.191498   1
  37571.0000     -5.234367  -1
  37586.0000      5.290084   1
  37599.0000     -5.277636  -1
  37613.0000      5.233203   1
  37626.0000     -5.173317  -1
  37640.0000      5.082310   1
  37653.0000     -5.021773  -1
  37667.0000      4.968787   1
  37680.0000     -4.977728  -1
  37695.0000      5.036720   1
  37707.0000     -5.071163  -1
  37722.0000      5.187387   1
  37735.0000     -5.217972  -1
  37749.0000      5.272199   1
  37762.0000     -5.292932  -1
  37777.0000      5.242703   1
  37789.0000     -5.225007  -1
  37804.0000      5.143080   1
  37816.0000     -5.064537  -1
  37831.0000      5.030852   1
  37844.0000     -4.994369  -1
  37858.0000      5.013649   1
  37871.0000     -5.037956  -1
  37885.0000      5.106903   1
  37898.0000     -5.172351  -1
  37913.0000      5.223127   1
  37925.0000     -5.283984  -1
  37940.0000      5.295458   1
  37952.0000     -5.255760  -1
  37967.0000      5.206531   1
  37980.0000     -5.135989  -1
  37994.0000      5.054910   1
  38007.0000     -5.021231  -1
  38021.0000      4.984731   1
  38034.0000     -5.011640  -1
  38048.0000      5.049553   1
  38061.0000     -5.117811  -1
  38076.0000      5.202095   1
  38089.0000     -5.225299  -1
  38103.0000      5.289820   1
  38116.0000     -5.273594  -1
  38130.0000      5.228381   1
  38143.0000     -5.190290  -1
  38157.0000      5.083030   1
  38170.0000     -5.041213  -1
  38185.0000      4.975709   1
  38198.0000     -4.975508  -1
  38212.0000      4.993940   1
  38225.0000     -5.065032  -1
  38239.0000      5.125485   1
  38252.0000     -5.201840  -1
  38266.0000      5.257527   1
  38279.0000     -5.274267  -1
  38293.0000      5.261984   1
  38306.0000     -5.202633  -1
  38321.0000      5.141154   1
  38334.0000     -5.086494  -1
  38348.0000      5.008831   1
  38361.0000     -4.999394  -1
  38375.0000      4.974961   1
  38388.0000     -5.022121  -1
  38402.0000      5.083231   1
  38416.0000     -5.135438  -1
  38429.0000      5.229614   1
  38443.0000     -5.262649  -1
  38456.0000      5.270245   1
  38470.0000     -5.253657  -1
  38484.0000      5.180699   1
  38497.0000     -5.131600  -1
  38511.0000      5.060096   1
  38524.0000     -4.990798  -1
  38538.0000      4.986494   1
  38552.0000     -4.995556  -1
  38565.0000      5.034365   1
  38579.0000     -5.112633  -1
  38592.0000      5.168105   1
  38606.0000     -5.228981  -1
  38619.0000      5.268685   1
  38634.0000     -5.246088  -1
  38647.0000      5.236417   1
  38661.0000     -5.188430  -1
  38674.0000      5.131028   1
  38688.0000     -5.060320  -1
  38701.0000      5.007954   1
  38715.0000     -4.996435  -1
  38728.0000      5.005872   1
  38742.0000     -5.054751  -1
  38755.0000      5.130482   1
  38770.0000     -5.205107  -1
  38782.0000      5.253276   1
  38797.0000     -5.293719  -1
  38810.0000      5.264930   1
  38824.0000     -5.230933  -1
  38837.0000      5.182199   1
  38851.0000     -5.087062  -1
  38864.0000      5.046821   1
  38878.0000     -4.977308  -1
  38891.0000      4.989262   1
  38906.0000     -5.021861  -1
  38918.0000      5.056094   1
  38933.0000     -5.160862  -1
  38946.0000      5.187227   1
  38960.0000     -5.266173  -1
  38973.0000      5.287459   1
  38988.0000     -5.256697  -1
  39000.0000      5.250248   1
  39015.0000     -5.162697  -1
  39027.0000      5.090394   1
  39042.0000     -5.030789  -1
  39055.0000      4.986996   1
  39069.0000     -5.000369  -1
  39082.0000      5.030761   1
  39096.0000     -5.104930  -1
  39109.0000      5.172031   1
  39123.0000     -5.224552  -1
  39136.0000      5.280682   1
  39151.0000     -5.284216  -1
  39163.0000      5.245458   1
  39178.0000     -5.201946  -1
  39191.0000      5.132350   1
  39205.0000     -5.061416  -1
  39218.0000      5.027593   1
  39232.0000     -4.991184  -1
  39245.0000      5.006011   1
  39259.0000     -5.043789  -1
  39272.0000      5.085976   1
  39286.0000     -5.156451  -1
  39300.0000      5.212703   1
  39314.0000     -5.272100  -1
  39327.0000      5.276987   1
  39341.0000     -5.251762  -1
  39354.0000      5.206614   1
  39368.0000     -5.114578  -1
  39381.0000      5.047800   1
  39395.0000     -4.986386  -1
  39409.0000      4.972481   1
  39422.0000     -4.983408  -1
  39436.0000      5.060820   1
  39449.0000     -5.098478  -1
  39463.0000      5.200004   1
  39477.0000     -5.249213  -1
  39490.0000      5.261451   1
  39504.0000     -5.270179  -1
  39518.0000      5.198891   1
  39531.0000     -5.146733  -1
  39545.0000      5.090361   1
  39558.0000     -5.002030  -1
  39572.0000      5.003964   1
  39586.0000     -4.963729  -1
  39599.0000      5.014849   1
  39613.0000     -5.056409  -1
  39627.0000      5.131631   1
  39640.0000     -5.203189  -1
  39654.0000      5.261056   1
  39667.0000     -5.281297  -1
  39681.0000      5.266510   1
  39694.0000     -5.216237  -1
  39708.0000      5.150319   1
  39722.0000     -5.071943  -1
  39735.0000      4.996341   1
  39749.0000     -4.981896  -1
  39763.0000      4.992256   1
  39776.0000     -5.017424  -1
  39790.0000      5.108431   1
  39803.0000     -5.162522  -1
  39817.0000      5.231324   1
  39830.0000     -5.283455  -1
  39845.0000      5.268549   1
  39857.0000     -5.253734  -1
  39872.0000      5.196102   1
  39885.0000     -5.124164  -1
  39899.0000      5.064187   1
  39912.0000     -5.016641  -1
  39926.0000      5.002990   1
  39939.0000     -5.015124  -1
  39953.0000      5.056397   1
  39966.0000     -5.125506  -1
  39981.0000      5.189912   1
  39993.0000     -5.247553  -1
  40008.0000      5.292255   1
  40020.0000     -5.263641  -1
  40035.0000      5.252468   1
  40048.0000     -5.207565  -1
  40062.0000      5.114226   1
  40075.0000     -5.075956  -1
  40089.0000      4.988428   1
  40102.0000     -4.990925  -1
  40117.0000      4.999867   1
  40129.0000     -5.039915  -1
  40144.0000      5.144104   1
  40157.0000     -5.179829  -1
  40171.0000      5.272660   1
  40184.0000     -5.289296  -1
  40198.0000      5.257194   1
  40211.0000     -5.250834  -1
  40226.0000      5.154750   1
  40238.0000     -5.089075  -1
  40253.0000      5.024692   1
  40266.0000     -4.988698  -1
  40280.0000      4.997988   1
  40293.0000     -5.035629  -1
  40307.0000      5.098471   1
  40320.0000     -5.163078  -1
  40334.0000      5.224144   1
  40347.0000     -5.263631  -1
  40362.0000      5.264148   1
  40374.0000     -5.243278  -1
  40389.0000      5.218709   1
  40402.0000     -5.156108  -1
  40416.0000      5.086331   1
  40429.0000     -5.042943  -1
  40443.0000      4.993320   1
  40456.0000     -4.992872  -1
  40470.0000      5.028365   1
  40484.0000     -5.055423  -1
  40497.0000      5.158973   1
  40511.0000     -5.219985  -1
  40525.0000      5.252673   1
  40538.0000     -5.284990  -1
  40552.0000      5.254565   1
  40565.0000     -5.200942  -1
  40579.0000      5.121823   1
  40592.0000     -5.032858  -1
  40606.0000      4.998108   1
  40620.0000     -4.983946  -1
  40633.0000      5.001320   1
  40647.0000     -5.069634  -1
  40660.0000      5.116738   1
  40674.0000     -5.192551  -1
  40687.0000      5.223514   1
  40701.0000     -5.243601  -1
  40715.0000      5.273057   1
  40729.0000     -5.228064  -1
  40742.0000      5.187430   1
  40756.0000     -5.121098  -1
  40769.0000      5.046121   1
  40783.0000     -5.015894  -1
  40796.0000      4.977725   1
  40810.0000     -5.001503  -1
  40823.0000      5.042003   1
  40838.0000     -5.126846  -1
  40851.0000      5.176933   1
  40865.0000     -5.270010  -1
  40878.0000      5.287393   1
  40892.0000     -5.276864  -1
  40905.0000      5.243977   1
  40919.0000     -5.148430  -1
  40932.0000      5.083423   1
  40947.0000     -5.006149  -1
  40960.0000      4.975309   1
  40974.0000     -5.003207  -1
  40987.0000      5.019738   1
  41001.0000     -5.118031  -1
  41014.0000      5.162405   1
  41028.0000     -5.234049  -1
  41041.0000      5.283076   1
  41056.0000     -5.278398  -1
  41068.0000      5.276533   1
  41083.0000     -5.220246  -1
  41096.0000      5.137667   1
  41110.0000     -5.091446  -1
  41123.0000      5.037440   1
  41137.0000     -5.009601  -1
  41150.0000      5.012262   1
  41164.0000     -5.043880  -1
  41177.0000      5.105333   1
  41192.0000     -5.163133  -1
  41204.0000      5.239342   1
  41219.0000     -5.294394  -1
  41231.0000      5.280357   1
  41246.0000     -5.268718  -1
  41259.0000      5.215524   1
  41273.0000     -5.123100  -1
  41286.0000      5.080471   1
  41300.0000     -4.993694  -1
  41313.0000      4.992731   1
  41328.0000     -4.990634  -1
  41340.0000      5.040437   1
  41355.0000     -5.137361  -1
  41368.0000      5.186979   1
  41382.0000     -5.270941  -1
  41395.0000      5.286968   1
  41409.0000     -5.271996  -1
  41422.0000      5.253936   1
  41437.0000     -5.160007  -1
  41449.0000      5.107233   1
  41464.0000     -5.037546  -1
  41477.0000      5.001927   1
  41491.0000     -4.987745  -1
  41504.0000      5.025769   1
  41518.0000     -5.065951  -1
  41531.0000      5.138148   1
  41545.0000     -5.208447  -1
  41558.0000      5.246004   1
  41572.0000     -5.277394  -1
  41586.0000      5.245278   1
  41600.0000     -5.220898  -1
  41613.0000      5.170309   1
  41627.0000     -5.087714  -1
  41640.0000      5.041938   1
  41654.0000     -4.987859  -1
  41667.0000      4.985958   1
  41681.0000     -5.028837  -1
  41695.0000      5.078787   1
  41708.0000     -5.170183  -1
  41722.0000      5.235232   1
  41735.0000     -5.268334  -1
  41749.0000      5.284701   1
  41763.0000     -5.243044  -1
  41776.0000      5.198556   1
  41790.0000     -5.139803  -1
  41804.0000      5.040367   1
  41817.0000     -5.022353  -1
  41831.0000      4.998102   1
  41844.0000     -5.003461  -1
  41858.0000      5.057417   1
  41871.0000     -5.102438  -1
  41885.0000      5.171005   1
  41898.0000     -5.231132  -1
  41913.0000      5.257138   1
  41926.0000     -5.269003  -1
  41940.0000      5.259008   1
  41953.0000     -5.213125  -1
  41967.0000      5.139150   1
  41980.0000     -5.068442  -1
  41994.0000      5.016200   1
  42007.0000     -4.989650  -1
  42021.0000      5.001356   1
  42034.0000     -5.058570  -1
  42049.0000      5.143121   1
  42061.0000     -5.197053  -1
  42076.0000      5.280336   1
  42089.0000     -5.281798  -1
  42103.0000      5.277408   1
  42116.0000     -5.253771  -1
  42130.0000      5.152069   1
  42143.0000     -5.114936  -1
  42158.0000      5.030843   1
  42170.0000     -4.993954  -1
  42185.0000      5.006312   1
  42198.0000     -5.008902  -1
  42212.0000      5.098669   1
  42225.0000     -5.136798  -1
  42239.0000      5.222139   1
  42252.0000     -5.270317  -1
  42267.0000      5.282542   1
  42279.0000     -5.296764  -1
  42294.0000      5.244072   1
  42306.0000     -5.170754  -1
  42321.0000      5.105192   1
  42334.0000     -5.041814  -1
  42348.0000      5.005556   1
  42361.0000     -5.008572  -1
  42375.0000      5.042522   1
  42388.0000     -5.104913  -1
  42402.0000      5.164003   1
  42415.0000     -5.239583  -1
  42430.0000      5.288236   1
  42442.0000     -5.271920  -1
  42457.0000      5.267721   1
  42470.0000     -5.212377  -1
  42484.0000      5.132689   1
  42497.0000     -5.087787  -1
  42511.0000      5.010388   1
  42524.0000     -4.997025  -1
  42538.0000      4.997700   1
  42552.0000     -5.020958  -1
  42566.0000      5.093619   1
  42579.0000     -5.170723  -1
  42593.0000      5.242858   1
  42606.0000     -5.279579  -1
  42620.0000      5.287616   1
  42633.0000     -5.264340  -1
  42647.0000      5.188081   1
  42660.0000     -5.119942  -1
  42675.0000      5.034882   1
  42688.0000     -5.006369  -1
  42702.0000      4.964596   1
  42715.0000     -5.018719  -1
  42729.0000      5.040097   1
  42742.0000     -5.130859  -1
  42756.0000      5.200233   1
  42769.0000     -5.232214  -1
  42783.0000      5.288138   1
  42797.0000     -5.258704  -1
  42810.0000      5.216792   1
  42824.0000     -5.170905  -1
  42838.0000      5.077193   1
  42851.0000     -5.042976  -1
  42865.0000      4.987267   1
  42878.0000     -4.982597  -1
  42892.0000      5.016650   1
  42906.0000     -5.076059  -1
  42919.0000      5.145791   1
  42933.0000     -5.223454  -1
  42946.0000      5.265443   1
  42960.0000     -5.282579  -1
  42973.0000      5.264049   1
  42987.0000     -5.209650  -1
  43001.0000      5.157223   1
  43015.0000     -5.073394  -1
  43028.0000      5.033683   1
  43042.0000     -5.001313  -1
  43055.0000      4.994998   1
  43069.0000     -5.047787  -1
  43082.0000      5.094579   1
  43096.0000     -5.166762  -1
  43109.0000      5.241742   1
  43124.0000     -5.276860  -1
  43136.0000      5.284932   1
  43151.0000     -5.265184  -1
  43164.0000      5.205273   1
  43178.0000     -5.136683  -1
  43191.0000      5.075950   1
  43205.0000     -5.017828  -1
  43218.0000      5.003566   1
  43232.0000     -5.003933  -1
  43245.0000      5.059561   1
  43260.0000     -5.127290  -1
  43272.0000      5.185385   1
  43287.0000     -5.266227  -1
  43300.0000      5.261442   1
  43314.0000     -5.285197  -1
  43327.0000      5.267690   1
  43341.0000     -5.176074  -1
  43354.0000      5.149073   1
  43369.0000     -5.049099  -1
  43381.0000      5.007920   1
  43396.0000     -4.992883  -1
  43409.0000      4.991073   1
  43423.0000     -5.075402  -1
  43436.0000      5.121730   1
  43450.0000     -5.218705  -1
  43463.0000      5.266204   1
  43478.0000     -5.273214  -1
  43490.0000      5.294450   1
  43505.0000     -5.234986  -1
  43517.0000      5.163884   1
  43532.0000     -5.095253  -1
  43545.0000      5.035488   1
  43559.0000     -5.001593  -1
  43572.0000      5.009307   1
  43586.0000     -5.038426  -1
  43599.0000      5.093900   1
  43613.0000     -5.158740  -1
  43626.0000      5.211773   1
  43641.0000     -5.252504  -1
  43654.0000      5.250498   1
  43668.0000     -5.269800  -1
  43681.0000      5.225263   1
  43695.0000     -5.158679  -1
  43708.0000      5.104562   1
  43722.0000     -5.024967  -1
  43735.0000      4.989816   1
  43749.0000     -4.987952  -1
  43763.0000      5.007584   1
  43776.0000     -5.079207  -1
  43790.0000      5.161793   1
  43804.0000     -5.210584  -1
  43817.0000      5.276007   1
  43831.0000     -5.284395  -1
  43844.0000      5.251659   1
  43858.0000     -5.195271  -1
  43871.0000      5.094076   1
  43885.0000     -5.041061  -1
  43899.0000      5.005825   1
  43912.0000     -4.971158  -1
  43926.0000      5.018880   1
  43939.0000     -5.037752  -1
  43953.0000      5.117645   1
  43967.0000     -5.168130  -1
  43981.0000      5.219916   1
  43994.0000     -5.274292  -1
  44008.0000      5.268561   1
  44021.0000     -5.243826  -1
  44035.0000      5.189294   1
  44048.0000     -5.104534  -1
  44062.0000      5.055004   1
  44076.0000     -4.981562  -1
  44089.0000      4.970949   1
  44103.0000     -4.985633  -1
  44117.0000      5.058662   1
  44130.0000     -5.110509  -1
  44144.0000      5.213549   1
  44157.0000     -5.256135  -1
  44171.0000      5.280098   1
  44184.0000     -5.283835  -1
  44198.0000      5.199552   1
  44211.0000     -5.152378  -1
  44226.0000      5.078134   1
  44239.0000     -5.021340  -1
  44253.0000      5.000157   1
  44266.0000     -4.992162  -1
  44280.0000      5.048828   1
  44293.0000     -5.092885  -1
  44307.0000      5.163556   1
  44320.0000     -5.234366  -1
  44335.0000      5.271051   1
  44347.0000     -5.289423  -1
  44362.0000      5.270624   1
  44375.0000     -5.203567  -1
  44389.0000      5.154598   1
  44402.0000     -5.096264  -1
  44416.0000      5.027823   1
  44429.0000     -5.008628  -1
  44443.0000      4.992354   1
  44456.0000     -5.036461  -1
  44471.0000      5.087982   1
  44483.0000     -5.159338  -1
  44498.0000      5.248105   1
  44510.0000     -5.253752  -1
  44525.0000      5.290721   1
  44538.0000     -5.267112  -1
  44552.0000      5.182029   1
  44565.0000     -5.148531  -1
  44580.0000      5.035383   1
  44592.0000     -5.000703  -1
  44607.0000      4.975884   1
  44620.0000     -4.987348  -1
  44634.0000      5.062797   1
  44647.0000     -5.121274  -1
  44661.0000      5.210081   1
  44674.0000     -5.254926  -1
  44688.0000      5.272183   1
  44701.0000     -5.280166  -1
  44716.0000      5.223550   1
  44728.0000     -5.165332  -1
  44743.0000      5.104005   1
  44756.0000     -5.045935  -1
  44770.0000      5.000578   1
  44783.0000     -5.001457  -1
  44797.0000      5.010585   1
  44810.0000     -5.060030  -1
  44824.0000      5.129209   1
  44837.0000     -5.172907  -1
  44851.0000      5.242087   1
  44865.0000     -5.255475  -1
  44879.0000      5.259497   1
  44892.0000     -5.231070  -1
  44906.0000      5.160098   1
  44919.0000     -5.096723  -1
  44933.0000      5.019217   1
  44946.0000     -4.971282  -1
  44960.0000      4.983524   1
  44974.0000     -5.015013  -1
  44987.0000      5.085537   1
  45001.0000     -5.167103  -1
  45014.0000      5.215936   1
  45028.0000     -5.265061  -1
  45042.0000      5.260172   1
  45055.0000     -5.231812  -1
  45069.0000      5.201503   1
  45083.0000     -5.110787  -1
  45096.0000      5.066894   1
  45110.0000     -5.019084  -1
  45123.0000      4.984419   1
  45137.0000     -5.007787  -1
  45150.0000      5.026133   1
  45164.0000     -5.086824  -1
  45177.0000      5.151582   1
  45192.0000     -5.216403  -1
  45205.0000      5.250095   1
  45219.0000     -5.281518  -1
  45232.0000      5.259667   1
  45246.0000     -5.200281  -1
  45259.0000      5.130633   1
  45273.0000     -5.050283  -1
  45286.0000      4.992016   1
  45300.0000     -4.960747  -1
  45313.0000      4.983974   1
  45328.0000     -5.062936  -1
  45340.0000      5.101854   1
  45355.0000     -5.217883  -1
  45368.0000      5.247223   1
  45382.0000     -5.274674  -1
  45395.0000      5.283658   1
  45410.0000     -5.208486  -1
  45422.0000      5.174702   1
  45437.0000     -5.093621  -1
  45450.0000      5.023031   1
  45464.0000     -5.007110  -1
  45477.0000      4.988320   1
  45491.0000     -5.032830  -1
  45504.0000      5.067782   1
  45518.0000     -5.141984  -1
  45531.0000      5.207539   1
  45546.0000     -5.252488  -1
  45558.0000      5.290418   1
  45573.0000     -5.281514  -1
  45585.0000      5.223869   1
  45600.0000     -5.168944  -1
  45613.0000      5.102122   1
  45627.0000     -5.026625  -1
  45640.0000      5.003700   1
  45654.0000     -4.986601  -1
  45667.0000      5.028214   1
  45681.0000     -5.073539  -1
  45694.0000      5.153849   1
  45709.0000     -5.238042  -1
  45722.0000      5.242577   1
  45736.0000     -5.287035  -1
  45749.0000      5.257455   1
  45763.0000     -5.187412  -1
  45776.0000      5.146357   1
  45790.0000     -5.038176  -1
  45803.0000      5.005786   1
  45818.0000     -4.964326  -1
  45831.0000      4.983029   1
  45845.0000     -5.027547  -1
  45858.0000      5.100321   1
  45872.0000     -5.172676  -1
  45885.0000      5.232236   1
  45899.0000     -5.271754  -1
  45912.0000      5.274445   1
  45926.0000     -5.230613  -1
  45939.0000      5.173683   1
  45954.0000     -5.108247  -1
  45967.0000      5.053943   1
  45981.0000     -4.988355  -1
  45994.0000      4.992662   1
  46008.0000     -4.987567  -1
  46021.0000      5.045837   1
  46035.0000     -5.118442  -1
  46049.0000      5.161808   1
  46062.0000     -5.252421  -1
  46076.0000      5.267217   1
  46089.0000     -5.250439  -1
  46103.0000      5.226677   1
  46117.0000     -5.147054  -1
  46130.0000      5.090142   1
  46144.0000     -5.023043  -1
  46157.0000      4.968912   1
  46171.0000     -4.984964  -1
  46185.0000      5.016077   1
  46198.0000     -5.070535  -1
  46212.0000      5.151438   1
  46225.0000     -5.205553  -1
  46239.0000      5.250390   1
  46252.0000     -5.265928  -1
  46266.0000      5.232168   1
  46280.0000     -5.215554  -1
  46294.0000      5.146342   1
  46307.0000     -5.092454  -1
  46321.0000      5.031650   1
  46334.0000     -4.991013  -1
  46348.0000      5.000412   1
  46361.0000     -5.022646  -1
  46375.0000      5.080778   1
  46388.0000     -5.161534  -1
  46403.0000      5.233042   1
  46415.0000     -5.265000  -1
  46430.0000      5.290274   1
  46443.0000     -5.254325  -1
  46457.0000      5.197088   1
  46470.0000     -5.139901  -1
  46484.0000      5.049572   1
  46497.0000     -5.013364  -1
  46511.0000      4.968505   1
  46524.0000     -4.998847  -1
  46539.0000      5.056331   1
  46551.0000     -5.098342  -1
  46566.0000      5.203073   1
  46579.0000     -5.224240  -1
  46593.0000      5.275998   1
  46606.0000     -5.288208  -1
  46621.0000      5.232873   1
  46633.0000     -5.212351  -1
  46648.0000      5.122149   1
  46660.0000     -5.048985  -1
  46675.0000      5.011425   1
  46688.0000     -4.982469  -1
  46702.0000      5.017548   1
  46715.0000     -5.055222  -1
  46729.0000      5.138440   1
  46742.0000     -5.204239  -1
  46757.0000      5.243414   1
  46769.0000     -5.293647  -1
  46784.0000      5.280116   1
  46796.0000     -5.223549  -1
  46811.0000      5.166008   1
  46824.0000     -5.097360  -1
  46838.0000      5.029247   1
  46851.0000     -5.008831  -1
  46865.0000      4.995172   1
  46878.0000     -5.028362  -1
  46892.0000      5.080589   1
  46905.0000     -5.133773  -1
  46920.0000      5.203457   1
  46933.0000     -5.237952  -1
  46947.0000      5.283641   1
  46960.0000     -5.266527  -1
  46974.0000      5.219541   1
  46987.0000     -5.170044  -1
  47001.0000      5.074934   1
  47014.0000     -5.018892  -1
  47028.0000      4.975402   1
  47042.0000     -4.979393  -1
  47055.0000      5.005386   1
  47069.0000     -5.091581  -1
  47083.0000      5.142688   1
  47096.0000     -5.229452  -1
  47110.0000      5.273151   1
  47123.0000     -5.268929  -1
  47137.0000      5.251472   1
  47151.0000     -5.167865  -1
  47164.0000      5.103016   1
  47178.0000     -5.057124  -1
  47192.0000      4.974639   1
  47205.0000     -4.998121  -1
  47219.0000      4.978765   1
  47232.0000     -5.045286  -1
  47246.0000      5.103425   1
  47260.0000     -5.173595  -1
  47273.0000      5.242875   1
  47287.0000     -5.275464  -1
  47300.0000      5.276293   1
  47314.0000     -5.244428  -1
  47327.0000      5.170671   1
  47341.0000     -5.113378  -1
  47355.0000      5.041390   1
  47368.0000     -4.978134  -1
  47382.0000      4.981166   1
  47396.0000     -5.011298  -1
  47409.0000      5.049838   1
  47423.0000     -5.143831  -1
  47436.0000      5.199673   1
  47450.0000     -5.252579  -1
  47463.0000      5.291988   1
  47478.0000     -5.256220  -1
  47490.0000      5.221554   1
  47505.0000     -5.162349  -1
  47518.0000      5.093539   1
  47532.0000     -5.037483  -1
  47545.0000      5.000680   1
  47559.0000     -5.010154  -1
  47572.0000      5.037481   1
  47586.0000     -5.092142  -1
  47599.0000      5.170518   1
  47614.0000     -5.235751  -1
  47626.0000      5.275011   1
  47641.0000     -5.298136  -1
  47654.0000      5.254324   1
  47668.0000     -5.220748  -1
  47681.0000      5.171713   1
  47695.0000     -5.077918  -1
  47708.0000      5.045625   1
  47722.0000     -4.981009  -1
  47735.0000      5.000455   1
  47750.0000     -5.033553  -1
  47762.0000      5.080997   1
  47777.0000     -5.187211  -1
  47790.0000      5.213611   1
  47804.0000     -5.287851  -1
  47817.0000      5.296558   1
  47832.0000     -5.243732  -1
  47844.0000      5.226982   1
  47859.0000     -5.124969  -1
  47871.0000      5.056323   1
  47886.0000     -5.007643  -1
  47899.0000      4.986268   1
  47913.0000     -5.018637  -1
  47926.0000      5.066644   1
  47940.0000     -5.145125  -1
  47953.0000      5.207436   1
  47967.0000     -5.253257  -1
  47980.0000      5.286679   1
  47995.0000     -5.272422  -1
  48007.0000      5.226008   1
  48022.0000     -5.185531  -1
  48035.0000      5.120837   1
  48049.0000     -5.053712  -1
  48062.0000      5.024739   1
  48076.0000     -4.996925  -1
  48089.0000      5.014340   1
  48103.0000     -5.065806  -1
  48116.0000      5.100045   1
  48130.0000     -5.193162  -1
  48144.0000      5.244657   1
  48158.0000     -5.276403  -1
  48171.0000      5.281578   1
  48185.0000     -5.237880  -1
  48198.0000      5.176654   1
  48212.0000     -5.090831  -1
  48225.0000      5.011326   1
  48239.0000     -4.987309  -1
  48253.0000      4.992069   1
  48266.0000     -5.025804  -1
  48280.0000      5.106493   1
  48293.0000     -5.156281  -1
  48307.0000      5.230868   1
  48321.0000     -5.259803  -1
  48334.0000      5.254952   1
  48348.0000     -5.263614  -1
  48362.0000      5.195801   1
  48375.0000     -5.143527  -1
  48389.0000      5.084554   1
  48402.0000     -5.014488  -1
  48416.0000      5.008758   1
  48429.0000     -4.988527  -1
  48443.0000      5.030316   1
  48456.0000     -5.081294  -1
  48471.0000      5.169466   1
  48484.0000     -5.219738  -1
  48498.0000      5.287246   1
  48511.0000     -5.294609  -1
  48525.0000      5.263433   1
  48538.0000     -5.214129  -1
  48552.0000      5.121915   1
  48565.0000     -5.048227  -1
  48580.0000      4.987757   1
  48593.0000     -4.974942  -1
  48607.0000      5.021800   1
  48620.0000     -5.051147  -1
  48634.0000      5.157834   1
  48647.0000     -5.205971  -1
  48661.0000      5.259812   1
  48674.0000     -5.301584  -1
  48689.0000      5.272497   1
  48701.0000     -5.248174  -1
  48716.0000      5.182815   1
  48729.0000     -5.105420  -1
  48743.0000      5.059500   1
  48756.0000     -5.018817  -1
  48770.0000      5.015189   1
  48783.0000     -5.033851  -1
  48797.0000      5.081052   1
  48810.0000     -5.150717  -1
  48825.0000      5.213758   1
  48837.0000     -5.270591  -1
  48852.0000      5.306893   1
  48864.0000     -5.272884  -1
  48879.0000      5.245663   1
  48892.0000     -5.191452  -1
  48906.0000      5.093513   1
  48919.0000     -5.056775  -1
  48933.0000      4.985691   1
  48946.0000     -4.999234  -1
  48961.0000      5.021253   1
  48973.0000     -5.079076  -1
  48988.0000      5.184917   1
  49001.0000     -5.222508  -1
  49015.0000      5.293770   1
  49028.0000     -5.296391  -1
  49042.0000      5.251121   1
  49055.0000     -5.226689  -1
  49070.0000      5.125074   1
  49082.0000     -5.066436  -1
  49097.0000      5.013451   1
  49110.0000     -4.996109  -1
  49124.0000      5.006153   1
  49137.0000     -5.057097  -1
  49151.0000      5.116075   1
  49164.0000     -5.183304  -1
  49178.0000      5.245328   1
  49191.0000     -5.271231  -1
  49205.0000      5.268617   1
  49218.0000     -5.229686  -1
  49233.0000      5.200149   1
  49246.0000     -5.140931  -1
  49260.0000      5.061469   1
  49273.0000     -5.025843  -1
  49287.0000      4.987880   1
  49300.0000     -5.000733  -1
  49314.0000      5.059714   1
  49328.0000     -5.113140  -1
  49341.0000      5.206418   1
  49355.0000     -5.260802  -1
  49368.0000      5.272366   1
  49382.0000     -5.280359  -1
  49396.0000      5.228536   1
  49409.0000     -5.166356  -1
  49423.0000      5.100737   1
  49437.0000     -5.007374  -1
  49450.0000      5.003373   1
  49464.0000     -5.002623  -1
  49477.0000      5.026790   1
  49491.0000     -5.095108  -1
  49504.0000      5.146923   1
  49518.0000     -5.208531  -1
  49531.0000      5.251862   1
  49546.0000     -5.260029  -1
  49559.0000      5.269863   1
  49573.0000     -5.230358  -1
  49586.0000      5.178598   1
  49600.0000     -5.106462  -1
  49613.0000      5.038431   1
  49627.0000     -5.006915  -1
  49640.0000      4.992559   1
  49654.0000     -5.020191  -1
  49667.0000      5.088392   1
  49682.0000     -5.180550  -1
  49694.0000      5.223765   1
  49709.0000     -5.296505  -1
  49722.0000      5.291759   1
  49736.0000     -5.259301  -1
  49749.0000      5.222828   1
  49763.0000     -5.114171  -1
  49776.0000      5.070123   1
  49791.0000     -5.002998  -1
  49803.0000      4.980921   1
  49818.0000     -5.022507  -1
  49831.0000      5.039138   1
  49845.0000     -5.142240  -1
  49858.0000      5.182036   1
  49872.0000     -5.249418  -1
  49885.0000      5.291847   1
  49900.0000     -5.281392  -1
  49912.0000      5.274282   1
  49927.0000     -5.209532  -1
  49939.0000      5.123202   1
  49954.0000     -5.073875  -1
  49967.0000      5.022574   1
  49981.0000     -5.005130  -1
  49994.0000      5.020579   1
  50008.0000     -5.069443  -1
  50021.0000      5.138228   1
  50036.0000     -5.195615  -1
  50048.0000      5.266445   1
  50063.0000     -5.302670  -1
  50075.0000      5.267396   1
  50090.0000     -5.241497  -1
  50103.0000      5.181790   1
  50117.0000     -5.091418  -1
  50130.0000      5.053690   1
  50144.0000     -4.991856  -1
