# 月行九道 — Ecliptic node crossings (β = 0)
# DE440 1900–2100, linear interpolation between 1-day steps
# Frame: SOFA IAU 2006 mean ecliptic/equinox of date
#
# day          lambda(deg)   type
# ----------   -----------   ----  (A=ascending, D=descending)
  40068.8710    118.941685  D
  40082.2876    297.926775  A
  40095.9588    116.441969  D
  40109.3700    294.948599  A
  40122.9751    113.505975  D
  40136.4828    292.289037  A
  40150.1383    111.580732  D
  40163.6959    291.107348  A
  40177.5201    111.071659  D
  40190.9708    291.113337  A
  40205.0025    111.083588  D
  40218.2082    290.939919  A
  40232.3813    110.201271  D
  40245.3402    289.386929  A
  40259.5432    107.827020  D
  40272.4079    286.537046  A
  40286.5667    104.867078  D
  40299.5263    283.723337  A
  40313.6505    102.716449  D
  40326.7564    282.172000  A
  40340.9122    101.945489  D
  40354.0567    281.918092  A
  40368.3124    101.983384  D
  40381.3344    281.974164  A
  40395.7213    101.619688  D
  40408.5106    281.192145  A
  40423.0103    100.021803  D
  40435.5833    278.993745  A
  40450.1119     97.217744  D
  40462.6520    275.966020  A
  40477.1356     94.431701  D
  40489.8443    273.577248  A
  40504.2685     92.932836  D
  40517.1795    272.728993  A
  40531.5867     92.724997  D
  40544.5352    272.776999  A
  40559.0045     92.656162  D
  40571.7710    272.334137  A
  40586.3398     91.364908  D
  40598.8474    270.401433  A
  40613.4930     88.596297  D
  40625.8826    267.368141  A
  40640.5304     85.621123  D
  40653.0472    264.749738  A
  40667.6185     83.817641  D
  40680.3813    263.540538  A
  40694.8461     83.388288  D
  40707.7752    263.420730  A
  40722.1755     83.479001  D
  40735.1038    263.345245  A
  40749.4992     82.862739  D
  40762.2770    262.201671  A
  40776.7216     80.868492  D
  40789.3197    259.729450  A
  40803.8158     77.924555  D
  40816.3857    256.803309  A
  40830.8742     75.392556  D
  40843.6275    254.790090  A
  40858.0241     74.296173  D
  40871.0442    254.251752  A
  40885.2930     74.303558  D
  40898.4855    254.283400  A
  40912.6011     74.078499  D
  40925.7689    253.488011  A
  40939.8325     72.435829  D
  40952.8444    251.188595  A
  40966.9411     69.477769  D
  40979.8623    248.143925  A
  40994.0119     66.661643  D
  41007.0346    245.898648  A
  41021.1555     65.227489  D
  41034.4077    245.088003  A
  41048.3891     65.049400  D
  41061.8591    245.070897  A
  41075.6524     65.066033  D
  41089.2413    244.741001  A
  41102.8705     64.164225  D
  41116.4410    243.148192  A
  41130.0032     61.908240  D
  41143.4851    240.462094  A
  41157.0889     58.995195  D
  41170.5384    237.792545  A
  41184.2200     56.790266  D
  41197.7687    236.281767  A
  41211.4424     56.017546  D
  41225.1944    236.064890  A
  41238.7113     56.100971  D
  41252.6629    235.961140  A
  41265.9351     55.681522  D
  41279.9935    234.749199  A
  41293.0551     53.727743  D
  41307.0940    232.073999  A
  41320.1235     50.635177  D
  41334.1044    229.098533  A
  41347.2619     48.007101  D
  41361.2473    227.277702  A
  41374.5104     46.881522  D
  41388.5864    226.823214  A
  41401.8011     46.854881  D
  41416.0278    226.858192  A
  41429.0416     46.746213  D
  41443.4079    226.145557  A
  41456.1792     45.500885  D
  41470.6208    224.075146  A
  41483.2453     42.961925  D
  41497.6780    221.210417  A
  41510.3494     40.091770  D
  41524.7264    218.826884  A
  41537.5779     38.192133  D
  41551.9219    217.787740  A
  41564.9075     37.695708  D
  41579.2864    217.777820  A
  41592.2312     37.794268  D
  41606.7041    217.500445  A
  41619.4260     37.075419  D
  41634.0145    215.844620  A
  41646.4795     34.766386  D
  41661.1217    212.837241  A
  41673.5329     31.579019  D
  41688.1448    209.969587  A
  41700.7430     29.178161  D
  41715.2708    208.541249  A
  41728.1057     28.382486  D
  41742.5555    208.374230  A
  41755.4854     28.418817  D
  41769.9200    208.325235  A
  41782.7481     28.037326  D
  41797.2323    207.263984  A
  41809.8550     26.397605  D
  41824.4081    204.839559  A
  41836.8900     23.663608  D
  41851.4743    201.944177  A
  41864.0128     20.997305  D
  41878.5497    199.886055  A
  41891.3185     19.506430  D
  41905.7353    199.209106  A
  41918.7396     19.222679  D
  41933.0327    199.304275  A
  41946.1359     19.220800  D
  41960.3441    198.846860  A
  41973.3579     18.133608  D
  41987.5586    196.834390  A
  42000.3961     15.532134  D
  42014.6460    193.689833  A
  42027.4365     12.450298  D
  42041.7138    191.049854  A
  42054.6729     10.446777  D
  42068.8778    189.984049  A
  42082.0979      9.976116  D
  42096.1377    190.018806  A
  42109.5463      9.982712  D
  42123.4086    189.828839  A
  42136.8582      9.247258  D
  42150.6106    188.403951  A
  42163.9790      7.214949  D
  42177.7243    185.766706  A
  42191.0047      4.423125  D
  42204.8133    183.008659  A
  42218.1216      2.122703  D
  42231.9625    181.331368  A
  42245.4297      1.083130  D
  42259.1942    180.964608  A
  42272.8774      1.000106  D
  42286.4546    181.052900  A
  42300.3168      0.789872  D
  42313.6628    180.325956  A
  42327.5785    359.229410  D
  42340.7740    178.035172  A
  42354.6328    356.349575  D
  42367.8473    174.870451  A
  42381.6568    353.482673  D
  42394.9995    172.512609  A
  42408.8637    351.974431  D
  42422.2601    171.755357  A
  42436.2715    351.801459  D
  42449.5428    171.838204  A
  42463.7235    351.679462  D
  42476.7537    171.414619  A
  42491.0599    350.530790  D
  42503.8619    169.632478  A
  42518.1972    348.070553  D
  42530.9312    166.813721  A
  42545.2277    345.257774  D
  42558.0718    164.229565  A
  42572.3252    343.335215  D
  42585.3293    162.887035  A
  42599.5914    342.706325  D
  42612.6459    162.703879  A
  42626.9968    342.756635  D
  42639.9215    162.703422  A
  42654.4006    342.246052  D
  42667.0749    161.668377  A
  42681.6594    340.226534  D
  42694.1198    159.092310  A
  42708.7298    337.117825  D
  42721.2025    155.943124  A
  42735.7577    334.479808  D
  42748.4527    153.850895  A
  42762.9303    333.396792  D
  42775.8267    153.326035  A
  42790.2687    333.414084  D
  42803.1809    153.412971  A
  42817.6502    333.122848  D
  42830.3878    152.672356  A
  42844.9365    331.524856  D
  42857.4498    150.513738  A
  42872.0627    328.753849  D
  42884.5017    147.588867  A
  42899.1109    326.029950  D
  42911.6883    145.240406  A
  42926.2198    324.490245  D
  42939.0337    144.269972  A
  42953.4536    324.187222  D
  42966.4434    144.234436  A
  42980.7758    324.228023  D
  42993.7705    144.017317  A
  43008.0864    323.437759  D
  43020.9246    142.595941  A
  43035.2772    321.117709  D
  43047.9453    139.815706  A
  43062.3476    317.979679  D
  43075.0280    136.879650  A
  43089.4189    315.645295  D
  43102.3290    135.217302  A
  43116.6015    314.898832  D
  43129.7825    134.920110  A
  43143.8816    314.995614  D
  43157.2132    134.889260  A
  43171.1580    314.521549  D
  43184.4571    133.733709  A
  43198.3397    312.576628  D
  43211.5155    131.240027  A
  43225.4324    309.650598  D
  43238.5534    128.395022  A
  43252.5265    307.137490  D
  43265.7442    126.470904  A
  43279.6981    305.962728  D
  43293.1200    125.902509  A
  43306.9441    305.887528  D
  43320.5695    125.907910  A
  43334.2019    305.866465  D
  43347.9456    125.397307  A
  43361.3971    304.758067  D
  43375.1327    123.559597  A
  43388.5038    302.205930  D
  43402.1582    120.644447  A
  43415.5870    299.165569  D
  43429.2222    118.043389  A
  43442.7489    297.170619  D
  43456.4957    116.846781  A
  43470.0062    296.718795  D
  43483.9499    116.777049  A
  43497.2762    296.823847  D
  43511.4033    116.506822  A
  43524.4621    296.047007  D
  43538.6792    114.850221  A
  43551.5494    293.755761  D
  43565.7537    112.025886  A
  43578.6282    290.737148  D
  43592.7833    109.329507  A
  43605.8013    288.462962  D
  43619.9485    107.874231  A
  43633.0783    287.629591  D
  43647.2871    107.628403  A
  43660.3816    287.664278  D
  43674.7069    107.594489  A
  43687.6158    287.433739  D
  43702.0756    106.728750  A
  43714.7349    285.971488  D
  43729.2690    104.433857  A
  43741.7862    283.206073  D
  43756.3100    101.419965  A
  43768.9035    280.298822  D
  43783.3662     99.157577  A
  43796.1785    278.653566  D
  43810.5914     98.382600  A
  43823.5450    278.383687  D
  43837.9784     98.443656  A
  43850.8559    278.371909  D
  43865.3717     97.897823  A
  43878.0089    277.256594  D
  43892.6203     95.789237  A
  43905.0428    274.648006  D
  43919.6994     92.726522  A
  43932.1273    271.634255  D
  43946.7438     90.224993  A
  43959.3808    269.656008  D
  43973.8977     89.158162  A
  43986.7584    269.075524  D
  44001.1829     89.136548  A
  44014.1398    269.154084  D
  44028.5202     89.004546  A
  44041.4000    268.642508  D
  44055.8052     87.749053  A
  44068.4976    266.806635  D
  44082.9621     85.164828  A
  44095.5263    263.931144  D
  44110.0210     82.228269  A
  44122.6652    261.293657  D
  44137.1114     80.340599  A
  44150.0051    260.045432  D
  44164.3232     79.903369  A
  44177.4627    259.952883  D
  44191.6248     79.976245  A
  44204.8438    259.725443  D
  44218.9069     79.145572  A
  44232.0210    258.205205  D
  44246.0730     76.749594  A
  44259.0397    255.367696  D
  44273.1465     73.656777  A
  44286.1147    252.559873  D
  44300.2453     71.445791  A
  44313.3904    251.018111  D
  44327.4375     70.714043  A
  44340.8171    250.716533  D
  44354.6948     70.783290  A
  44368.2561    250.722554  D
  44381.9443     70.478243  A
  44395.5562    249.805999  D
  44409.1202     68.917160  A
  44422.6691    247.589030  D
  44436.2187     66.173286  A
  44449.6911    244.729442  D
  44463.3155     63.424049  A
  44476.8156    242.529732  D
  44490.4926     61.899099  A
  44504.1529    241.748430  D
  44517.7495     61.691523  A
  44531.6221    241.736668  D
  44545.0085     61.716228  A
  44559.0472    241.235921  D
  44572.1812     60.592974  A
  44586.2598    239.229253  D
  44599.2603     57.913572  A
  44613.2877    236.191253  D
  44626.3505     54.844037  A
  44640.3419    233.666774  D
  44653.5472     52.920699  A
  44667.5829    232.575606  D
  44680.8294     52.461327  A
  44694.9890    232.527010  D
  44708.1083     52.565448  A
  44722.4159    232.330396  D
  44735.3010     51.987148  A
  44749.7241    230.953477  D
  44762.3925     50.054661  A
  44776.8528    228.366743  D
  44789.4605     47.173030  A
  44803.8821    225.566063  D
  44816.6199     44.630894  A
  44830.9883    223.800875  D
  44843.9095     43.450204  A
  44858.2711    223.379273  D
  44871.2582     43.414248  A
  44885.6797    223.395298  D
  44898.5288     43.253335  A
  44913.0659    222.549931  D
  44925.6442     41.755787  A
  44940.2704    220.095023  D
  44952.6725     38.824585  A
  44967.3124    216.929054  D
  44979.7920     35.844557  A
  44994.3692    214.700716  D
  45007.0910     34.265042  A
  45021.5759    213.999192  D
  45034.4828     34.012917  A
  45048.9135    214.062041  D
  45061.8170     33.993025  A
  45076.2643    213.640397  D
  45089.0036     33.070347  A
  45103.5132    211.864814  D
  45116.0589     30.812521  A
  45130.6260    209.044674  D
  45143.1175     27.932930  A
  45157.6803    206.410448  D
  45170.3267     25.731586  A
  45184.8026    205.031220  D
  45197.7022     24.882125  A
  45212.0498    204.881086  D
  45225.1369     24.929591  A
  45239.3659    204.867757  D
  45252.4615     24.500048  A
  45266.6395    203.681281  D
  45279.5805     22.611592  A
  45293.7846    200.947644  D
  45306.5884     19.564041  A
  45320.8445    197.844687  D
  45333.7117     16.875319  A
  45347.9539    195.962962  D
  45361.0552     15.711078  A
  45375.1724    195.582739  D
  45388.5144     15.627529  A
  45402.4470    195.661813  D
  45415.9115     15.404874  A
  45429.6899    194.943146  D
  45443.1316     14.066002  A
  45456.8452    192.859003  D
  45470.1861     11.525947  A
  45483.9354    189.995610  D
  45497.2332      8.809634  A
  45511.0467    187.657243  D
  45524.4370      7.072245  A
  45538.2396    186.654356  D
  45551.8262      6.596858  A
  45565.4950    186.651028  D
  45579.2960      6.644632  A
  45592.7389    186.488520  D
  45606.6635      5.823744  A
  45619.8975    185.003168  D
  45633.8153      3.509522  A
  45646.9740    182.091168  D
  45660.8223      0.419173  A
  45674.0763    179.132447  D
  45687.9197    358.144704  A
  45701.2901    177.572269  D
  45715.2366    357.416276  A
  45728.5750    177.383183  D
  45742.6842    357.415638  A
  45755.8315    177.378979  D
  45770.0984    356.923502  A
  45782.9898    176.343650  D
  45797.3348    355.069630  A
  45810.0662    173.949379  D
  45824.4017    352.264698  A
  45837.1589    171.068764  D
  45851.4440    349.759698  A
  45864.3579    169.007499  D
  45878.6179    348.482137  A
  45891.6560    168.299393  D
  45905.9635    348.327394  A
  45918.9681    168.373803  D
  45933.3862    348.265283  A
  45946.1929    167.998440  D
  45960.7350    347.037247  A
  45973.2803    166.160403  D
  45987.8959    344.328338  A
  46000.3198    163.080644  D
  46014.9177    341.238895  A
  46027.4788    160.280299  D
  46042.0021    339.343297  A
  46054.8061    159.017363  D
  46069.2625    338.948886  A
  46082.1940    158.994424  D
  46096.6376    338.973064  A
  46109.4844    158.797310  D
  46123.9879    338.125155  A
  46136.6107    157.360282  D
  46151.1905    335.863607  A
  46163.6462    154.685072  D
  46178.2619    332.931410  A
  46190.7504    151.889893  D
  46205.3257    330.696361  A
  46218.0203    150.204479  D
  46232.4937    329.816099  A
  46245.4180    149.791211  D
  46259.7798    329.829517  A
  46272.8041    149.810768  D
  46287.1107    329.617836  A
  46300.0563    149.117027  D
  46314.3676    328.065562  A
  46327.1288    146.944391  D
  46341.4895    325.142424  A
  46354.1510    143.863847  D
  46368.5420    322.206375  A
  46381.3342    141.428205  D
  46395.6635    320.669804  A
  46408.7276    140.522673  D
  46422.9046    320.516524  A
  46436.1973    140.574598  D
  46450.1948    320.507531  A
  46463.5463    140.070938  D
  46477.4273    319.330456  A
  46490.6886    138.204922  D
  46504.5571    316.766513  A
  46517.7115    135.377839  D
  46531.6384    313.876564  A
  46544.8087    132.874017  D
  46558.7671    311.977964  A
  46572.0958    131.659609  D
  46585.9817    311.442038  A
  46599.5244    131.482578  D
  46613.2430    311.546744  A
  46626.9591    131.384902  D
  46640.4759    311.095315  A
  46654.2529    130.277072  D
  46667.6237    309.233690  A
  46681.3441    127.755456  D
  46694.7040    306.235138  A
  46708.3580    124.786835  D
  46721.8178    303.550446  A
  46735.5142    122.818944  D
  46749.0360    302.375903  A
  46762.8925    122.315664  D
  46776.3149    302.376948  A
  46790.3721    122.351095  D
  46803.5501    302.189005  A
  46817.7517    121.443044  D
  46830.6805    300.658266  A
  46844.9218    119.117132  D
  46857.7478    297.845716  A
  46871.9488    116.184819  D
  46884.8652    295.044633  A
  46899.0288    114.036372  D
  46912.0976    293.484383  A
  46926.2800    113.242536  D
  46939.4016    293.184039  A
  46953.6709    113.226281  D
  46966.6814    293.233027  A
  46981.0864    112.934888  D
  46993.8606    292.487465  A
  47008.3752    111.345336  D
  47020.9318    290.308781  A
  47035.4810    108.506902  D
  47047.9963    287.265354  A
  47062.5036    105.679897  D
  47075.1932    284.853861  A
  47089.6329    104.153587  D
  47102.5315    283.956966  A
  47116.9505    103.965025  D
  47129.8900    284.008451  A
  47144.3593    103.909159  D
  47157.1317    283.595079  A
  47171.6931    102.602064  D
  47184.2110    281.687128  A
  47198.8509     99.874480  D
  47211.2469    278.687450  A
  47225.8922     96.922433  D
  47238.4085    276.052854  A
  47252.9798     95.112153  D
  47265.7339    274.798192  A
  47280.2001     94.670480  D
  47293.1335    274.705453  A
  47307.5203     94.733272  D
  47320.4693    274.614692  A
  47334.8455     94.152438  D
  47347.6484    273.491192  A
  47362.0718     92.211203  D
  47374.6915    271.027595  A
  47389.1661     89.254255  D
  47401.7513    268.073162  A
  47416.2234     86.678674  D
  47428.9895    266.058900  A
  47443.3706     85.545346  D
  47456.4131    265.498688  A
  47470.6375     85.535476  D
  47483.8554    265.512839  A
  47497.9443     85.326579  D
  47511.1470    264.760444  A
  47525.1712     83.717464  D
  47538.2267    262.477646  A
  47552.2785     80.782505  D
  47565.2452    259.460319  A
  47579.3519     77.970206  D
  47592.4112    257.194122  A
  47606.4963     76.507063  D
  47619.7723    256.341323  A
  47633.7287     76.305736  D
  47647.2272    256.375123  A
  47660.9921     76.350081  D
  47674.6116    256.012720  A
  47688.2092     75.501702  D
  47701.8217    254.455956  A
  47715.3405     73.262907  D
  47728.8690    251.775477  A
  47742.4252     70.316714  D
  47755.9165    249.079352  A
  47769.5563     68.058208  D
  47783.1436    247.574489  A
  47796.7811     67.262333  D
  47810.5635    247.295471  A
  47824.0535     67.365397  D
  47838.0386    247.232818  A
  47851.2765     66.952350  D
  47865.3682    246.015812  A
  47878.3934     64.994605  D
  47892.4718    243.327115  A
  47905.4612     61.911594  D
  47919.4842    240.363735  A
  47932.6002     59.282515  D
  47946.6212    238.529745  A
  47959.8497     58.146932  D
  47973.9543    238.087065  A
  47987.1455     58.130581  D
  48001.3874    238.131152  A
  48014.3895     58.027137  D
  48028.7712    237.424637  A
  48041.5282     56.813253  D
  48055.9963    235.414941  A
  48068.5926     54.292538  D
  48083.0565    232.550196  A
  48095.6922     51.391265  D
  48110.1004    230.127326  A
  48122.9196     49.457805  D
  48137.2875    229.052415  A
  48150.2591     48.955597  D
  48164.6455    228.997744  A
  48177.5855     49.022954  D
  48192.0672    228.765557  A
  48204.7815     48.304993  D
  48219.3703    227.099858  A
  48231.8338     46.001416  D
  48246.4796    224.080779  A
  48258.8856     42.831986  D
  48273.5054    221.219906  A
  48286.0976     40.467029  D
  48300.6299    219.781634  A
  48313.4617     39.629212  D
  48327.9108    219.617752  A
  48340.8409     39.653575  D
  48355.2677    219.606028  A
  48368.1135     39.330409  D
  48382.5773    218.555259  A
  48395.2277     37.738739  D
  48409.7587    216.167436  A
  48422.2624     35.023448  D
  48436.8281    213.262974  A
  48449.3798     32.310408  D
  48463.9024    211.164220  A
  48476.6763     30.747810  D
  48491.0856    210.474367  A
  48504.1042     30.496565  D
  48518.3764    210.557070  A
  48531.5068     30.459218  D
  48545.6854    210.088973  A
  48558.7326     29.360469  D
  48572.8992    208.087168  A
  48585.7717     26.757856  D
  48599.9872    204.957007  A
  48612.8099     23.687593  D
  48627.0574    202.331252  A
  48640.0442     21.732540  D
  48654.2221    201.261411  A
  48667.4660     21.225322  D
  48681.4778    201.267857  A
  48694.9135     21.234775  D
  48708.7460    201.091049  A
  48722.2353     20.567026  D
  48735.9484    199.725844  A
  48749.3633     18.559484  D
  48763.0632    197.135298  A
  48776.3900     15.768608  D
  48790.1524    194.361383  A
  48803.4973     13.414934  D
  48817.3016    192.627256  A
  48830.7961     12.330850  D
  48844.5329    192.214841  A
  48858.2481     12.293285  D
  48871.7940    192.306275  A
  48885.6888     12.029379  D
  48899.0016    191.603135  A
  48912.9599     10.490414  D
  48926.1101    189.319450  A
  48940.0165      7.611163  D
  48953.1831    186.149871  A
  48967.0386      4.750670  D
  48980.3392    183.777804  A
  48994.2414      3.257147  D
  49007.6006    182.997391  A
  49021.6379      3.026815  D
  49034.8847    183.083422  A
  49049.0915      2.966202  D
  49062.0987    182.701771  A
  49076.4256      1.827561  D
  49089.2089    180.970149  A
  49103.5706    359.384815  D
  49116.2780    178.174519  A
  49130.6035    356.565129  D
  49143.4157    175.547396  A
  49157.6951    354.600636  D
  49170.6705    174.144813  A
  49184.9562    353.964171  D
  49197.9914    173.961280  A
  49212.3549    354.023609  D
  49225.2763    173.978838  A
  49239.7613    353.492631  D
  49252.4308    172.937533  A
  49267.0278    351.502373  D
  49279.4733    170.347528  A
  49294.0981    348.384956  D
  49306.5534    167.177049  A
  49321.1253    345.740853  D
  49333.8023    165.081047  A
  49348.2930    344.651604  D
  49361.1835    164.589648  A
  49375.6233    344.633351  D
  49388.5394    164.639255  A
  49403.0048    344.382879  D
  49415.7498    163.917994  A
  49430.2856    342.838867  D
  49442.8150    161.807863  A
  49457.4146    340.085468  D
  49469.8640    158.911220  A
  49484.4657    337.345149  D
  49497.0458    156.567860  A
  49511.5719    335.757098  D
  49524.3932    155.539952  A
  49538.8019    335.429745  D
  49551.8026    155.470492  A
  49566.1228    335.509132  D
  49579.1423    155.309976  A
  49593.4276    334.720012  D
  49606.3030    153.893922  A
  49620.6187    332.387140  D
  49633.3232    151.098832  A
  49647.6898    329.230487  D
  49660.4025    148.133065  A
  49674.7630    326.886517  D
  49687.6963    146.441020  A
  49701.9478    326.149941  D
  49715.1538    146.201504  A
  49729.2249    326.260763  D
  49742.5831    146.118932  A
  49756.4947    325.780591  D
  49769.8333    144.990113  A
  49783.6753    323.871874  D
  49796.8976    142.544007  A
  49810.7700    320.981458  D
  49823.9333    139.721539  A
  49837.8658    318.460745  D
  49851.1183    137.805799  A
  49865.0385    317.261848  D
  49878.4854    137.163726  A
  49892.2840    317.166181  D
  49905.9368    137.176917  A
  49919.5400    317.140194  D
  49933.3218    136.711832  A
  49946.7340    316.052340  D
  49960.5140    134.843125  A
  49973.8384    313.501021  D
  49987.5403    131.902571  A
  50000.9209    310.441330  D
  50014.5997    129.274641  A
  50028.0873    308.443114  D
  50041.8693    128.084631  A
  50055.3491    307.975264  D
  50069.3218    128.050852  A
  50082.6181    308.063313  D
  50096.7719    127.738963  A
  50109.8029    307.303638  D
  50124.0560    126.149487  A
  50136.8896    305.056282  D
  50151.1356    123.364557  A
  50163.9677    302.073154  D
  50178.1647    120.671703  A
  50191.1428    299.794828  D
  50205.3203    119.177163  A
  50218.4214    298.901760  D
  50232.6476    118.868783  A
  50245.7260    298.913001  D
  50260.0702    118.891222  A
  50272.9651    298.719289  D
  50287.4369    118.028915  A
  50300.0868    297.296175  D
  50314.6369    115.718556  A
  50327.1358    294.526659  D
  50341.6794    112.674436  A
  50354.2530    291.583604  D
  50368.7330    110.384706  A
  50381.5285    289.884700  D
  50395.9572    109.623765  A
  50408.8976    289.617320  D
  50423.3362    109.697644  A
  50436.2165    289.632391  D
  50450.7257    109.126387  A
  50463.3730    288.518412  D
  50477.9788    107.068950  A
  50490.4086    285.937973  D
  50505.0612    104.049305  A
  50517.4896    282.935655  D
  50532.1063    101.548112  A
  50544.7349    280.932023  D
  50559.2541    100.450085  A
  50572.1146    280.367786  D
  50586.5304    100.384756  A
  50599.5009    280.407946  D
  50613.8668    100.277299  A
  50626.7678    279.915902  D
  50641.1531     99.087063  A
  50653.8699    278.111863  D
  50668.3087     96.500652  A
  50680.8951    275.229126  D
  50695.3678     93.520358  A
  50708.0296    272.583684  D
  50722.4580     91.590936  A
  50735.3744    271.304674  D
  50749.6691     91.137792  A
  50762.8301    271.183652  D
  50776.9706     91.228788  A
  50790.2202    271.003577  D
  50804.2464     90.422386  A
  50817.4009    269.470349  D
  50831.4087     88.035560  A
  50844.4230    266.654595  D
  50858.4847     84.961654  A
  50871.4940    263.852842  D
  50885.5861     82.741260  A
  50898.7586    262.287783  D
  50912.7783     81.985676  A
  50926.1850    262.027269  D
  50940.0358     82.067428  A
  50953.6223    261.982294  D
  50967.2833     81.795989  A
  50980.9342    261.118017  D
  50994.4576     80.256447  A
  51008.0557    258.941636  D
  51021.5550     77.506859  A
  51035.0755    256.064423  D
  51048.6513     74.715090  A
  51062.1941    253.836694  D
  51075.8304     73.159150  A
  51089.5236    252.988922  D
  51103.0921     72.963361  A
  51116.9962    253.004659  D
  51130.3514     72.983554  A
  51144.4198    252.496873  D
  51157.5204     71.850719  A
  51171.6357    250.469127  D
  51184.5977     69.184196  A
  51198.6674    247.448874  D
  51211.6884     66.130943  A
  51225.7199    244.934077  D
  51238.8862     64.210466  A
  51252.9552    243.856187  D
  51266.1733     63.750559  A
  51280.3516    243.809389  D
  51293.4545     63.833491  A
  51307.7769    243.598566  D
  51320.6491     63.281405  A
  51335.0956    242.307455  D
  51347.7410     61.388156  A
  51362.2287    239.734974  D
  51374.8053     58.504332  A
  51389.2575    236.895663  D
  51401.9617     55.931925  A
  51416.3561    235.073403  D
  51429.2594     54.724769  A
  51443.6324    234.606868  D
  51456.6108     54.647579  A
  51471.0438    234.663418  D
  51483.8846     54.496240  A
  51498.4220    233.804685  D
  51511.0004     53.013168  A
  51525.6282    231.335382  D
  51538.0278     50.100261  A
  51552.6734    228.183298  D
  51565.1494     47.147182  A
  51579.7312    225.959750  D
  51592.4482     45.531976  A
  51606.9354    225.261216  D
  51619.8366     45.258336  A
  51634.2644    225.341224  D
  51647.1804     45.283993  A
  51661.6096    224.916144  D
  51674.3754     44.386848  A
  51688.8638    223.195281  D
  51701.4334     42.156371  A
  51715.9820    220.401066  D
  51728.4867     39.259860  A
  51743.0361    217.736597  D
  51755.6865     37.002195  A
  51770.1546    216.318822  D
  51783.0641     36.166892  A
  51797.3959    216.137334  D
  51810.5052     36.174443  A
  51824.7097    216.115646  D
  51837.8351     35.742121  A
  51851.9833    214.951044  D
  51864.9577     33.866444  A
  51879.1255    212.234982  D
  51891.9647     30.829015  A
  51906.1866    209.140878  D
  51919.0872     28.177346  A
  51933.2978    207.252414  D
  51946.4270     26.983491  A
  51960.5145    206.842951  D
  51973.8802     26.883406  A
  51987.7867    206.923314  D
  52001.2847     26.716495  A
  52015.0295    206.261048  D
  52028.5108     25.379372  A
  52042.1844    204.233712  D
  52055.5706     22.860718  A
  52069.2747    201.372071  D
  52082.6131     20.123248  A
  52096.3856    198.978678  D
  52109.8073     18.347439  A
  52123.5784    197.921944  D
  52137.1972     17.903099  A
  52150.8354    197.912238  D
  52164.6655     17.890218  A
  52178.0806    197.779779  D
  52192.0442     17.116291  A
  52205.2366    196.300885  D
  52219.1991     14.803485  A
  52232.3109    193.376405  D
  52246.2066     11.706438  A
  52259.4144    190.403303  D
  52273.3005      9.430653  A
  52286.6299    188.829765  D
  52300.6071      8.656371  A
  52313.9171    188.643386  D
  52328.0534      8.701044  A
  52341.1777    188.665233  D
  52355.4618      8.205014  A
  52368.3382    187.662409  D
  52382.7058      6.377074  A
  52395.4144    185.302027  D
  52409.7795      3.594730  A
  52422.5039    182.411236  D
  52436.8195      1.065147  A
  52449.6992    180.299341  D
  52463.9875    359.768482  A
  52476.9996    179.575753  D
  52491.3245    359.604634  A
  52504.3217    179.647665  D
  52518.7458    359.514385  A
  52531.5482    179.262927  D
  52546.1016    358.337785  A
  52558.6343    177.421743  D
  52573.2610    355.614996  A
  52585.6709    174.327593  D
  52600.2834    352.507798  A
  52612.8284    171.525530  D
  52627.3656    350.598437  A
  52640.1621    170.295289  D
  52654.6209    350.179293  A
  52667.5511    170.227939  D
  52681.9943    350.231623  A
  52694.8444    170.042428  D
  52709.3353    349.422532  A
  52721.9760    168.659592  D
  52736.5407    347.182522  A
  52749.0123    166.033918  D
  52763.6170    344.262369  A
  52776.1139    163.250611  D
  52790.6808    341.993851  A
  52803.3818    161.503672  D
  52817.8455    341.079754  A
  52830.7746    161.036033  D
  52845.1287    341.110809  A
  52858.1728    161.105236  D
  52872.4531    340.894495  A
  52885.4322    160.399282  D
  52899.7104    339.342906  A
  52912.5062    158.213107  D
  52926.8330    336.413626  A
  52939.5255    155.113004  D
  52953.8866    333.467407  A
  52966.7032    152.661306  D
  52981.0108    331.938860  A
  52994.0984    151.809996  D
  53008.2498    331.787499  A
  53021.5662    151.810168  D
  53035.5339    331.760331  A
  53048.9202    151.331898  D
  53062.7642    330.613640  A
  53076.0714    149.529850  D
  53089.8953    328.103506  A
  53103.0970    146.739384  D
  53116.9787    325.233400  A
  53130.1890    144.234309  D
  53144.1083    323.309487  A
  53157.4650    142.944145  D
  53171.3219    322.728448  A
  53184.8892    142.747365  D
  53198.5817    322.813224  A
  53212.3313    142.693664  D
  53225.8145    322.386451  A
  53239.6311    141.554734  D
  53252.9607    320.546685  A
  53266.7268    139.022096  D
  53280.0392    317.539478  A
  53293.7382    136.029811  D
  53307.1552    314.835692  A
  53320.8905    134.065894  D
  53334.3775    313.634854  A
  53348.2675    133.600683  D
  53361.6569    313.619145  A
  53375.7403    133.581492  D
  53388.8921    313.444209  A
  53403.1255    132.743437  D
  53416.0224    311.956536  A
  53430.2984    130.444915  D
  53443.0901    309.190285  A
  53457.3293    127.525085  D
  53470.2084    306.394031  A
  53484.4039    125.343231  D
  53497.4401    304.775338  A
  53511.6447    124.494085  D
  53524.7441    304.437168  A
  53539.0344    124.510661  D
