# 月行九道 — Ecliptic node crossings (β = 0)
# DE440 1900–2100, linear interpolation between 1-day steps
# Frame: fixed J2000 mean ecliptic approximation
#
# day          lambda(deg)   type
# ----------   -----------   ----  (A=ascending, D=descending)
  53579.2105    303.100893  A
  53593.7375    121.924592  D
  53606.2812    300.925079  A
  53620.8482    119.074743  D
  53633.3433    297.844367  A
  53647.8692    116.215964  D
  53660.5373    295.380163  A
  53674.9968    114.690937  D
  53687.8773    294.478306  A
  53702.3074    114.507161  D
  53715.2451    294.553529  A
  53729.7102    114.416572  D
  53742.4883    294.116248  A
  53757.0461    113.159557  D
  53769.5693    292.225304  A
  53784.2030    110.471215  D
  53796.6046    289.253633  A
  53811.2471    107.527846  D
  53823.7602    286.619085  A
  53838.3319    105.685055  D
  53851.0847    285.376361  A
  53865.5456    105.194585  D
  53878.4872    285.229224  A
  53892.8629    105.263496  D
  53905.8283    285.145795  A
  53920.1869    104.742409  D
  53933.0159    284.073257  A
  53947.4107    102.800810  D
  53960.0600    281.621359  A
  53974.5064     99.814032  D
  53987.1159    278.646976  A
  54001.5640     97.197340  D
  54014.3547    276.588758  A
  54028.7115     96.044485  D
  54041.7740    275.987641  A
  54055.9793     96.049973  D
  54069.2252    276.052108  A
  54083.2797     95.854063  D
  54096.5179    275.257100  A
  54110.5012     94.237879  D
  54123.6013    272.985374  A
  54137.6091     91.328071  D
  54150.6202    269.992720  A
  54164.6855     88.527437  D
  54177.7788    267.729339  A
  54191.8316     87.048620  D
  54205.1367    266.910439  A
  54219.0643     86.844101  D
  54232.5863    266.878596  A
  54246.3251     86.894565  D
  54259.9803    266.565397  A
  54273.5404     86.064390  D
  54287.2008    265.060686  A
  54300.6707     83.842285  D
  54314.2508    262.370479  A
  54327.7543     80.872592  D
  54341.2932    259.634546  A
  54354.8865     78.579588  D
  54368.5115    258.064120  A
  54382.1164     77.780744  D
  54395.9306    257.793057  A
  54409.3903     77.867497  D
  54423.4053    257.737009  A
  54436.6105     77.442043  D
  54450.7372    256.489189  A
  54463.7246     75.493139  D
  54477.8461    253.822282  A
  54490.7921     72.434470  D
  54504.8598    250.879568  A
  54517.9324     69.823859  D
  54531.9933    249.064822  A
  54545.1868     68.684193  D
  54559.3164    248.613480  A
  54572.4838     68.626747  D
  54586.7423    248.617969  A
  54599.7299     68.533788  D
  54614.1331    247.995587  A
  54626.8707     67.365437  D
  54641.3598    245.997297  A
  54653.9331     64.868864  D
  54668.4239    243.103245  A
  54681.0299     61.951539  D
  54695.4647    240.629939  A
  54708.2623     59.975516  D
  54722.6461    239.515026  A
  54735.6036     59.420746  D
  54750.0052    239.487888  A
  54762.9346     59.499734  D
  54777.4186    239.247277  A
  54790.1353     58.801886  D
  54804.7226    237.563284  A
  54817.1881     56.506863  D
  54831.8353    234.565071  A
  54844.2406     53.356575  D
  54858.8636    231.721520  A
  54871.4508     50.971478  D
  54885.9876    230.291490  A
  54898.8097     50.111404  D
  54913.2599    230.124620  A
  54926.1966     50.167152  D
  54940.6087    230.090445  A
  54953.4749     49.836606  D
  54967.9217    229.094798  A
  54980.5941     48.276587  D
  54995.1067    226.761842  A
  55007.6277     45.574427  D
  55022.1771    223.841659  A
  55034.7377     42.830402  D
  55049.2492    221.693276  A
  55062.0321     41.267769  D
  55076.4280    220.956902  A
  55089.4661     40.972966  D
  55103.7167    221.028268  A
  55116.8734     40.930872  D
  55131.0257    220.587431  A
  55144.1070     39.864123  D
  55158.2337    218.597138  A
  55171.1479     37.266561  D
  55185.3207    215.468520  A
  55198.1857     34.216593  D
  55212.3943    212.843814  A
  55225.4158     32.241321  D
  55239.5603    211.757412  A
  55252.8283     31.708943  D
  55266.8146    211.756638  A
  55280.2804     31.765243  D
  55294.0818    211.620575  A
  55307.6053     31.076889  D
  55321.2820    210.303524  A
  55334.7420     29.107480  D
  55348.3967    207.731716  A
  55361.7695     26.325210  D
  55375.4863    204.929187  A
  55388.8693     23.948541  D
  55402.6357    203.143208  A
  55416.1653     22.875383  D
  55429.8690    202.711610  A
  55443.6127     22.768496  D
  55457.1329    202.825140  A
  55471.0635     22.556410  D
  55484.3382    202.122242  A
  55498.3366     21.008884  D
  55511.4431    199.824140  A
  55525.3951     18.108323  D
  55538.5158    196.648675  A
  55552.4171     15.248295  D
  55565.6743    194.276248  A
  55579.6133     13.737632  D
  55592.9388    193.503241  A
  55607.0065     13.539588  D
  55620.2277    193.598392  A
  55634.4515     13.469258  D
  55647.4426    193.221816  A
  55661.7912     12.352782  D
  55674.5534    191.530326  A
  55688.9467      9.966290  D
  55701.6210    188.758166  A
  55715.9821      7.149078  D
  55728.7553    186.105267  A
  55743.0678      5.157990  D
  55756.0106    184.679616  A
  55770.3187      4.484626  D
  55783.3409    184.469634  A
  55797.7124      4.503883  D
  55810.6280    184.470311  A
  55825.1245      4.031750  D
  55837.7835    183.437110  A
  55852.3869      2.018390  D
  55864.8234    180.843666  A
  55879.4594    358.877875  D
  55891.9018    177.676678  A
  55906.4879    356.229691  D
  55919.1565    175.610044  A
  55933.6534    355.132923  D
  55946.5387    175.074430  A
  55960.9816    355.134817  D
  55973.8963    175.128833  A
  55988.3519    354.906257  D
  56001.1150    174.461402  A
  56015.6337    353.381070  D
  56028.1855    172.404054  A
  56042.7689    350.670064  D
  56055.2333    169.532559  A
  56069.8230    347.923408  D
  56082.4095    167.138576  A
  56096.9273    346.301078  D
  56109.7488    166.048794  A
  56124.1528    345.964598  D
  56137.1676    166.014068  A
  56151.4665    346.025022  D
  56164.5139    165.824310  A
  56178.7716    345.245179  D
  56191.6789    164.405062  A
  56205.9644    342.927947  D
  56218.6984    161.600752  A
  56233.0357    339.769331  D
  56245.7738    158.629818  A
  56260.1106    337.424647  D
  56273.0680    156.986166  A
  56287.2948    336.679387  D
  56300.5240    156.701969  A
  56314.5675    336.766298  D
  56327.9556    156.637566  A
  56341.8348    336.307033  D
  56355.2148    155.567196  A
  56369.0159    334.462160  D
  56382.2857    153.158675  A
  56396.1120    331.616041  D
  56409.3201    150.346561  A
  56423.2090    329.079759  D
  56436.4938    148.371045  A
  56450.3808    327.822788  D
  56463.8522    147.694588  A
  56477.6253    327.692565  D
  56491.3084    147.745326  A
  56504.8820    327.686013  D
  56518.6979    147.244683  A
  56532.0760    326.637553  D
  56545.8996    145.395158  A
  56559.1782    324.087970  D
  56572.9266    142.442175  A
  56586.2607    321.002399  D
  56599.9825    139.811938  A
  56613.4298    318.972389  D
  56627.2496    138.641902  A
  56640.6937    318.490343  D
  56654.6933    138.549945  A
  56667.9643    318.591012  D
  56682.1468    138.304152  A
  56695.1506    317.865846  D
  56709.4296    136.713699  A
  56722.2381    315.661983  D
  56736.5160    133.950231  A
  56749.3167    312.699176  D
  56763.5458    131.254310  A
  56776.4891    310.381085  D
  56790.6936    129.721666  A
  56803.7664    309.443777  D
  56818.0164    129.425138  A
  56831.0771    309.468106  D
  56845.4314    129.440219  A
  56858.3233    309.292651  D
  56872.8047    128.586438  A
  56885.4458    307.879046  D
  56900.0143    126.307371  A
  56912.4917    305.095622  D
  56927.0571    123.242720  A
  56939.6053    302.113627  D
  56954.1076    120.933096  A
  56966.8813    300.405135  D
  56981.3251    120.157508  A
  56994.2604    300.157788  D
  57008.6980    120.197596  A
  57021.5802    300.138217  D
  57036.0877    119.677292  A
  57048.7390    299.039469  D
  57063.3352    117.648145  A
  57075.7761    296.500011  D
  57090.4220    114.646751  A
  57102.8537    293.527223  D
  57117.4695    112.133717  A
  57130.0968    291.539437  D
  57144.6134    110.994129  A
  57157.4765    290.908357  D
  57171.8857    110.920568  A
  57184.8653    290.941220  D
  57199.2185    110.860313  A
  57212.1449    290.512142  D
  57226.5022    109.675543  A
  57239.2531    288.730931  D
  57253.6608    107.087177  A
  57266.2760    285.834736  D
  57280.7209    104.076053  A
  57293.4059    283.135961  D
  57307.8116    102.120384  A
  57320.7441    281.813461  D
  57335.0240    101.677434  A
  57348.2079    281.745017  D
  57362.3198    101.771046  A
  57375.5983    281.511991  D
  57389.5903    100.952588  A
  57402.7839    279.992784  D
  57416.7520     98.596857  A
  57429.8092    277.210831  D
  57443.8307     95.555278  A
  57456.8765    274.433603  D
  57470.9347     93.334416  A
  57484.1365    272.895115  D
  57498.1275     92.561968  A
  57511.5542    272.558840  D
  57525.3819     92.621080  A
  57538.9970    272.551583  D
  57552.6278     92.362952  A
  57566.3185    271.734322  D
  57579.8021     90.861871  A
  57593.4459    269.547828  D
  57606.8985     88.118307  A
  57620.4647    266.640519  D
  57633.9945     85.297575  A
  57647.5753    264.361200  D
  57661.1773     83.714141  A
  57674.9008    263.510253  D
  57688.4411     83.488366  A
  57702.3734    263.546672  D
  57715.6996     83.500555  A
  57729.7982    263.003829  D
  57742.8667     82.381529  A
  57757.0220    261.020532  D
  57769.9424     79.745017  A
  57784.0572    258.027173  D
  57797.0340     76.721371  A
  57811.1074    255.523666  D
  57824.2355     74.790296  A
  57838.3325    254.417608  D
  57851.5226     74.277151  A
  57865.7181    254.317227  D
  57878.8058     74.357443  A
  57893.1468    254.182230  D
  57906.0046     73.855661  A
  57920.4658    252.893203  D
  57933.0984     72.008765  A
  57947.6065    250.315099  D
  57960.1602     69.120432  A
  57974.6355    247.437211  D
  57987.3164     66.490967  A
  58001.7290    245.571344  D
  58014.6128     65.218172  A
  58029.0040    245.118509  D
  58041.9692     65.151156  A
  58056.4071    245.169510  D
  58069.2512     65.018244  A
  58083.7859    244.293078  D
  58096.3689     63.529197  A
  58110.9969    241.857009  D
  58123.3961     60.625265  A
  58138.0440    238.727221  D
  58150.5139     57.668949  A
  58165.1015    236.506625  D
  58177.8065     56.039848  A
  58192.2980    235.784695  D
  58205.2004     55.788501  A
  58219.6183    235.829067  D
  58232.5475     55.781826  A
  58246.9648    235.453245  D
  58259.7491     54.917994  A
  58274.2187    233.797417  D
  58286.8098     52.723237  A
  58301.3377    230.997823  D
  58313.8575     49.817947  A
  58328.3921    228.280702  D
  58341.0528     47.546720  A
  58355.5084    226.807038  D
  58368.4336     46.653455  A
  58382.7477    226.608010  D
  58395.8770     46.646796  A
  58410.0616    226.617935  D
  58423.2176     46.256376  A
  58437.3277    225.457161  D
  58450.3437     44.367149  A
  58464.4678    222.728833  D
  58477.3516     41.334020  A
  58491.5312    219.637925  D
  58504.4688     38.669077  A
  58518.6450    217.741712  D
  58531.7985     37.455928  A
  58545.8619    217.323151  D
  58559.2536     37.399438  A
  58573.1329    217.427599  D
  58586.6576     37.191335  A
  58600.3718    216.792723  D
  58613.8946     35.907372  A
  58627.5263    214.795052  D
  58640.9602     33.422238  A
  58654.6167    211.928501  D
  58667.9979     30.670813  A
  58681.7271    209.487295  D
  58695.1860     28.871243  A
  58708.9214    208.396843  D
  58722.5678     28.346452  A
  58736.1819    208.392440  D
  58750.0430     28.376947  A
  58763.4257    208.251297  D
  58777.4231     27.586074  A
  58790.5779    206.762292  D
  58804.5813     25.239419  A
  58817.6496    203.829558  D
  58831.5900     22.136579  A
  58844.7539    200.855451  D
  58858.6804     19.858710  A
  58871.9724    199.291374  D
  58885.9827     19.110839  A
  58899.2650    199.100447  D
  58913.4192     19.145881  A
  58926.5257    199.106970  D
  58940.8292     18.656196  A
  58953.6873    198.138688  D
  58968.0834     16.908884  A
  58980.7630    195.818152  D
  58995.1617     14.140902  A
  59007.8488    192.922529  D
  59022.1987     11.573024  A
  59035.0430    190.781411  D
  59049.3561     10.212719  A
  59062.3503    190.006604  D
  59076.6860      9.999881  A
  59089.6743    190.050473  D
  59104.1112      9.965369  A
  59116.9044    189.683572  D
  59131.4622      8.760014  A
  59143.9894    187.848453  D
  59158.6242      6.009170  A
  59171.0232    184.749188  D
  59185.6478      2.889923  A
  59198.1843    181.951977  D
  59212.7295      0.977671  A
  59225.5181    180.678583  D
  59239.9832      0.575627  A
  59252.9070    180.610841  D
  59267.3452      0.636411  A
  59280.2095    180.465004  D
  59294.6837    359.829845  A
  59307.3476    179.111518  D
  59321.8948    357.645317  A
  59334.3854    176.513009  D
  59348.9757    354.742570  A
  59361.4796    173.702253  D
  59376.0384    352.441407  A
  59388.7377    171.897425  D
  59403.1973    351.488243  A
  59416.1356    171.447092  D
  59430.4733    351.483441  A
  59443.5395    171.473047  D
  59457.7970    351.275570  A
  59470.8052    170.772123  D
  59485.0552    349.754172  A
  59497.8810    168.584546  D
  59512.1749    346.814610  A
  59524.8968    165.471371  D
  59539.2289    343.849649  A
  59552.0739    163.047546  D
  59566.3537    342.302937  A
  59579.4678    162.159644  D
  59593.5911    342.131694  A
  59606.9337    162.162558  D
  59620.8729    342.115553  A
  59634.2948    161.726759  D
  59648.1014    341.023359  A
  59661.4516    159.931414  D
  59675.2315    338.555219  A
  59688.4800    157.159334  D
  59702.3156    335.678148  A
  59715.5644    154.625577  D
  59729.4448    333.699282  A
  59742.8301    153.298975  D
  59756.6578    333.072419  A
  59770.2559    153.130871  D
  59783.9188    333.163737  A
  59797.6987    153.026773  D
  59811.1522    332.773796  A
  59825.0109    151.931562  D
  59838.2954    330.933549  A
  59852.1101    149.395149  D
  59865.3712    327.891408  A
  59879.1187    146.378311  D
  59892.4880    325.152800  A
  59906.2670    144.405610  D
  59919.7132    323.939686  A
  59933.6351    143.888622  D
  59946.9958    323.938237  A
  59961.1092    143.925787  D
  59974.2331    323.779073  A
  59988.4892    143.063245  D
  60001.3632    322.311828  A
  60015.6687    140.784400  D
  60028.4302    319.571434  A
  60042.7038    137.879191  D
  60055.5459    316.761333  A
  60069.7742    135.674916  D
  60082.7753    315.101510  A
  60097.0089    134.821936  D
  60110.0841    314.759401  A
  60124.3887    134.820288  D
  60137.3767    314.829247  A
  60151.8019    134.525670  D
  60164.5631    314.126775  A
  60179.1064    132.989145  D
  60191.6319    311.951942  A
  60206.2179    130.119466  D
  60218.6900    308.842461  A
  60233.2375    127.226149  D
  60245.8830    306.362648  A
  60260.3601    125.674062  D
  60273.2325    305.478943  A
  60287.6658    125.464405  D
  60300.6012    305.514114  A
  60315.0680    125.415567  D
  60327.8468    305.087304  A
  60342.3945    124.167342  D
  60354.9304    303.235483  A
  60369.5549    121.499335  D
  60381.9648    300.306585  A
  60396.6032    118.567236  D
  60409.1191    297.692876  A
  60423.6870    116.697412  D
  60436.4412    296.386018  A
  60450.8969    116.187965  D
  60463.8418    296.209649  A
  60478.2091    116.283002  D
  60491.1955    296.179482  A
  60505.5282    115.760692  D
  60518.3908    295.114091  A
  60532.7549    113.834104  D
  60545.4355    292.654240  A
  60559.8522    110.833692  D
  60572.4859    289.642517  A
  60586.9101    108.189030  D
  60599.7182    287.547412  A
  60614.0585    107.036021  D
  60627.1431    286.996700  A
  60641.3222    107.036353  D
  60654.5943    287.006197  A
  60668.6174    106.822298  D
  60681.8918    286.226007  A
  60695.8367    105.231598  D
  60708.9805    283.993780  A
  60722.9459    102.366474  D
  60735.9992    281.036592  A
  60750.0250     99.585649  D
  60763.1541    278.793066  A
  60777.1718     98.086110  D
  60790.5018    277.902726  A
  60804.4021     97.840786  D
  60817.9501    277.877974  A
  60831.6611     97.889462  D
  60845.3516    277.604036  A
  60858.8765     97.100523  D
  60872.5791    276.086209  A
  60886.0062     94.908636  D
  60899.6322    273.383933  A
  60913.0886     91.921456  D
  60926.6695    270.611472  A
  60940.2225     89.587828  D
  60953.8827    269.031948  A
  60967.4547     88.750865  D
  60981.3024    268.793061  A
  60994.7296     88.829984  D
  61008.7744    268.686976  A
  61021.9490     88.418067  D
  61036.1128    267.492963  A
  61049.0616     86.496697  D
  61063.2245    264.843898  A
  61076.1295     83.468674  D
  61090.2401    261.916026  A
  61103.2723     80.857957  D
  61117.3663    260.076866  A
  61130.5257     79.671656  D
  61144.6783    259.574591  A
  61157.8240     79.598659  D
  61172.1038    259.634429  A
  61185.0758     79.545803  D
  61199.4912    259.006547  A
  61212.2206     78.421325  D
  61226.7268    257.023539  A
  61239.2824     75.936928  D
  61253.7952    254.117079  A
  61266.3761     72.974761  D
  61280.8328    251.604393  A
  61293.6053     70.936666  D
  61308.0113    250.488059  A
  61320.9504     70.381696  D
  61335.3623    250.455255  A
  61348.2914     70.474592  D
  61362.7742    250.189525  A
  61375.4925     69.754365  D
  61390.0805    248.547553  A
  61402.5451     67.464430  D
  61417.1928    245.569237  A
  61429.5964     64.330706  D
  61444.2234    242.735697  A
  61456.8022     61.953202  D
  61471.3432    241.283378  A
  61484.1642     61.117338  D
  61498.6083    241.078800  A
  61511.5522     61.122972  D
  61525.9556    241.074723  A
  61538.8365     60.817635  D
  61553.2649    240.140376  A
  61565.9621     59.312094  D
  61580.4509    237.814109  A
  61592.9942     56.630212  D
  61607.5239    234.867990  A
  61620.1005     53.872255  D
  61634.5952    232.670932  A
  61647.3950     52.247559  D
  61661.7727    231.910596  A
  61674.8274     51.919939  D
  61689.0615    232.006972  A
  61702.2460     51.923838  D
  61716.3629    231.564488  A
  61729.4819     50.819262  D
  61743.5675    229.560725  A
  61756.5247     48.220453  D
  61770.6552    226.444865  A
  61783.5611     45.183199  D
  61797.7323    223.831743  A
  61810.7839     43.212898  D
  61824.9004    222.744901  A
  61838.1961     42.726798  D
  61852.1539    222.752297  A
  61865.6436     42.723965  D
  61879.4165    222.620149  A
  61892.9788     42.095073  D
  61906.6156    221.337940  A
  61920.1253     40.185175  D
  61933.7308    218.793627  A
  61947.1534     37.406488  D
  61960.8203    215.970757  A
  61974.2464     34.994056  D
  61987.9709    214.150482  A
  62001.5322     33.840301  D
  62015.2076    213.703915  A
  62028.9815     33.752804  D
  62042.4711    213.799641  A
  62056.4340     33.535563  D
  62069.6739    213.093671  A
  62083.7115     31.957593  D
  62096.7754    210.795938  A
  62110.7730     29.057461  D
  62123.8479    207.629476  A
  62137.7944     26.208137  D
  62151.0097    205.277936  A
  62164.9876     24.729156  D
  62178.2800    204.496428  A
  62192.3711     24.525038  D
  62205.5686    204.562668  A
  62219.8124     24.436179  D
  62232.7850    204.210313  A
  62247.1587     23.407157  D
  62259.8969    202.572466  A
  62274.3183     21.043102  D
  62286.9626    199.830748  A
  62301.3557     18.206431  D
  62314.0962    197.163489  A
  62328.4354     16.157884  D
  62341.3552    195.676006  A
  62355.6787     15.437446  D
  62368.6863    195.425119  A
  62383.0738     15.499744  D
  62395.9790    195.449334  A
  62410.4801     15.005922  D
  62423.1384    194.436780  A
  62437.7464     12.978241  D
  62450.1771    191.841030  A
  62464.8214      9.837478  D
  62477.2561    188.672121  A
  62491.8507      7.194999  D
  62504.5096    186.575822  A
  62519.0157      6.118090  D
  62531.8902    186.039900  A
  62546.3333      6.116239  D
  62559.2563    186.122017  A
  62573.6982      5.875649  D
  62586.4794    185.455437  A
  62600.9847      4.418758  D
  62613.5536    183.437433  A
  62628.1227      1.758522  D
  62640.5986    180.580565  A
  62655.1780    358.996750  D
  62667.7663    178.156800  A
  62682.2783    357.323995  D
  62695.1064    177.072700  A
  62709.4977    356.938606  D
  62722.5292    176.982157  A
  62736.8099    357.002718  D
  62749.8827    176.804797  A
  62764.1150    356.266456  D
  62777.0546    175.415434  A
  62791.3029    353.943212  D
  62804.0734    172.607286  A
  62818.3741    350.764427  D
  62831.1476    169.644422  A
  62845.4518    348.410248  D
  62858.4396    167.971092  A
  62872.6370    347.656026  D
  62885.8902    167.679858  A
  62899.9087    347.750885  D
  62913.3270    167.651509  A
  62927.1727    347.334064  D
  62940.5898    166.570115  A
  62954.3509    345.527534  D
  62967.6673    164.200002  A
  62981.4484    342.702156  D
  62994.6998    161.397280  A
  63008.5464    340.140059  D
  63021.8645    159.403306  A
  63035.7183    338.837908  D
  63049.2208    158.740993  A
  63062.9643    338.700913  D
  63076.6736    158.727217  A
  63090.2221    338.719701  D
  63104.0755    158.291216  A
  63117.4133    337.673406  D
  63131.2823    156.443242  A
  63144.5124    335.108876  D
  63158.3101    153.465614  A
  63171.5944    332.000190  D
  63185.3627    150.815478  A
  63198.7666    329.962747  D
  63212.6222    149.612348  A
  63226.0354    329.498665  D
  63240.0656    149.570291  A
  63253.3089    329.599009  D
  63267.5116    149.294829  A
  63280.4938    328.878970  D
  63294.8007    147.732033  A
  63307.5813    326.714814  D
  63321.8952    145.014741  A
  63334.6586    323.774159  D
  63348.9252    142.321749  A
  63361.8286    321.437128  D
  63376.0665    140.778477  A
  63389.1094    320.485353  D
  63403.3775    140.441776  A
  63416.4255    320.475393  D
  63430.7906    140.439095  A
  63443.6745    320.304950  D
  63458.1702    139.654922  A
  63470.7977    318.911324  D
  63485.3790    137.353488  A
  63497.8400    316.120457  D
  63512.4235    134.253001  A
  63524.9514    313.126817  D
  63539.4727    131.918714  A
  63552.2358    311.423313  D
  63566.6872    131.130798  A
  63579.6156    311.133820  D
  63594.0591    131.208626  A
  63606.9385    311.129315  D
  63621.4378    130.682677  A
  63634.1032    310.073069  D
  63648.6874    128.676663  A
  63661.1430    307.580686  D
  63675.7798    125.713457  A
  63688.2195    304.633097  D
  63702.8293    123.195996  A
  63715.4568    302.591439  D
  63729.9707    122.035557  A
  63742.8308    301.920440  D
  63757.2357    121.958086  A
  63770.2304    301.989898  D
  63784.5624    121.884631  A
  63797.5165    301.547378  D
  63811.8489    120.732438  A
  63824.6286    299.774807  D
  63839.0107    118.162396  A
  63851.6488    296.862548  D
  63866.0702    115.129278  A
  63878.7728    294.138835  D
  63893.1607    113.153413  A
  63906.1141    292.856181  D
  63920.3705    112.691161  A
  63933.5779    292.734532  D
  63947.6629    112.769750  A
  63960.9730    292.525677  D
  63974.9313    111.976512  A
  63988.1661    291.050973  D
  64002.0920    109.675270  A
  64015.1954    288.305808  D
  64029.1724    106.666196  A
  64042.2600    285.544927  D
  64056.2778    104.428739  A
  64069.5084    283.945278  D
  64083.4691    103.606941  A
  64096.9195    283.597851  D
  64110.7223    103.650749  A
  64124.3669    283.617403  D
  64137.9690    103.432643  A
  64151.6954    282.789487  D
  64165.1430    101.980007  A
  64178.8311    280.621913  D
  64192.2379     99.232409  A
  64205.8482    277.693407  D
  64219.3335     96.364262  A
  64232.9534    275.400490  D
  64246.5178     94.736809  A
  64260.2775    274.564047  D
  64273.7841     94.503681  A
  64287.7450    274.546292  D
  64301.0445     94.537046  A
  64315.1751    274.064726  D
  64328.2107     93.436246  A
  64342.3981    272.070527  D
  64355.2860     90.824439  A
  64369.4382    269.092746  D
  64382.3784     87.809912  A
  64396.4870    266.586369  D
  64409.5782     85.850557  A
  64423.7029    265.448101  D
  64436.8657     85.316661  A
  64451.0848    265.384291  D
  64464.1555     85.419599  A
  64478.5066    265.231463  D
  64491.3594     84.942524  A
  64505.8348    263.975931  D
  64518.4531     83.118183  A
  64532.9849    261.425232  D
  64545.5112     80.213474  A
  64560.0133    258.518152  D
  64572.6631     77.533012  A
  64587.1013    256.625370  D
  64599.9615     76.249878  A
  64614.3678    256.145942  D
  64627.3290     76.184285  A
  64641.7682    256.173330  D
  64654.6116     76.025335  A
  64669.1475    255.345871  D
  64681.7298     74.542233  A
  64696.3534    252.911539  D
  64708.7567     71.661851  A
  64723.4045    249.792570  D
  64735.8716     68.732121  A
  64750.4632    247.564089  D
  64763.1662     67.126701  A
  64777.6551    246.812969  D
  64790.5585     66.812445  A
  64804.9724    246.873252  D
  64817.9101     66.823211  A
  64832.3117    246.541880  D
  64845.1228     66.026182  A
  64859.5669    244.901880  D
  64872.1876     63.866553  A
  64886.6902    242.106508  D
  64899.2317     60.949276  A
  64913.7452    239.351216  D
  64926.4214     58.607945  A
  64940.8604    237.844049  D
  64953.7973     57.669861  A
  64968.0992    237.656362  D
  64981.2516     57.708656  A
  64995.4064    237.656511  D
  65008.5942     57.270072  A
  65022.6690    236.485691  D
  65035.7236     55.379975  A
  65049.8085    233.774651  D
  65062.7320     52.362981  A
  65076.8745    230.706041  D
  65089.8450     49.720748  A
  65103.9915    228.818973  D
  65117.1730     48.550486  A
  65131.2078    228.391265  D
  65144.6204     48.424323  A
  65158.4743    228.477268  D
  65172.0319     48.274653  A
  65185.7118    227.873099  D
  65199.2786     47.042195  A
  65212.8670    225.925843  D
  65226.3496     44.568325  A
  65239.9576    223.069325  D
  65253.3835     41.785263  A
  65267.0684    220.594983  D
  65280.5604     39.915635  A
  65294.2646    219.461293  D
  65307.9392     39.389997  A
  65321.5254    219.427009  D
  65335.4163     39.425997  A
  65348.7687    219.289819  D
  65362.8012     38.610047  A
  65375.9182    217.811351  D
  65389.9659     36.280792  A
  65402.9877    214.890375  D
  65416.9753     33.186415  A
  65430.0947    211.933125  D
  65444.0634     30.932113  A
  65457.3179    210.354309  D
  65471.3563     30.168621  A
  65484.6099    210.129055  D
  65498.7846     30.167433  A
  65511.8725    210.149596  D
  65526.1975     29.758653  A
  65539.0373    209.238767  D
  65553.4538     28.018582  A
  65566.1139    206.966897  D
  65580.5385     25.251587  A
  65593.1981    204.066225  D
  65607.5737     22.644726  A
  65620.3912    201.856490  D
  65634.7241     21.237729  A
  65647.6976    201.026896  D
  65662.0524     21.048855  A
  65675.0284    201.091764  D
  65689.4707     20.995618  A
  65702.2656    200.740749  D
  65716.8262     19.785048  A
  65729.3510    198.897054  D
  65743.9929     17.048153  A
  65756.3833    195.786999  D
  65771.0171     13.932761  A
  65783.5412    192.973586  D
  65798.0974     12.029246  A
  65810.8724    191.702639  D
  65825.3423     11.610836  A
  65838.2690    191.656324  D
  65852.6973     11.647961  A
  65865.5735    191.487934  D
  65880.0376     10.907749  A
  65892.7169    190.173935  D
  65907.2478      8.779083  A
  65919.7556    187.613648  D
  65934.3309      5.874611  A
  65946.8432    184.798222  D
  65961.3930      3.523124  A
  65974.0987    182.987017  D
  65988.5479      2.514879  A
  66001.4982    182.466804  D
  66015.8216      2.502398  A
  66028.9075    182.497967  D
  66043.1445      2.338224  A
  66056.1844    181.840118  D
  66070.3967      0.807136  A
  66083.2628    179.644291  D
  66097.5157    357.846452  A
  66110.2770    176.522017  D
  66124.5717    354.871765  A
  66137.4499    174.070081  D
  66151.6990    353.321749  A
  66164.8365    173.171128  D
  66178.9370    353.157609  A
  66192.3064    173.214115  D
  66206.2152    353.166285  A
  66219.6680    172.745880  D
  66233.4392    352.094172  A
  66246.8334    170.997778  D
  66260.5698    349.661896  A
  66273.8646    168.256640  D
  66287.6550    346.785065  A
  66300.9428    165.718869  D
  66314.7846    344.767035  A
  66328.2033    164.385883  D
  66341.9990    344.118766  A
  66355.6215    164.138745  D
  66369.2612    344.213340  A
  66383.0741    164.094378  D
  66396.4925    343.821943  A
  66410.3904    162.992073  D
  66423.6327    341.979621  A
  66437.4928    160.420667  D
  66450.7060    338.919504  A
  66464.5003    157.382700  D
  66477.8243    336.169691  A
  66491.6435    155.394426  D
  66505.0549    334.971228  A
  66519.0097    154.916909  D
  66532.3415    334.958631  A
  66546.4754    154.932494  D
  66559.5773    334.790938  A
  66573.8591    154.086194  D
  66586.7073    333.358093  A
  66601.0478    151.876724  D
  66613.7736    330.657204  A
  66628.0864    148.990413  D
  66640.8868    327.849753  A
  66655.1518    146.763239  D
  66668.1181    326.169971  A
  66682.3743    145.852922  D
  66695.4307    325.773031  A
  66709.7479    145.814699  D
  66722.7261    325.835061  A
  66737.1655    145.589207  D
  66749.9159    325.163179  A
  66764.4689    144.027653  D
  66776.9827    322.998574  A
  66791.5838    141.127314  D
  66804.0379    319.875484  A
  66818.6031    138.206493  D
  66831.2359    317.380757  A
  66845.7238    136.644855  D
  66858.5860    316.452705  A
  66873.0289    136.466154  D
  66885.9574    316.502457  A
  66900.4196    136.408802  D
  66913.2106    316.106172  A
  66927.7454    135.169600  D
  66940.2986    314.284380  A
  66954.9113    132.554791  D
  66967.3337    311.386022  A
  66981.9635    129.640886  D
  66994.4807    308.744280  A
  67009.0457    127.751078  D
  67021.7944    307.394209  A
  67036.2479    127.211797  D
  67049.2023    307.240884  A
