# 月行九道 — Ecliptic node crossings (β = 0)
# DE440 1900–2100, linear interpolation between 1-day steps
# Frame: fixed J2000 mean ecliptic approximation
#
# day          lambda(deg)   type
# ----------   -----------   ----  (A=ascending, D=descending)
  26612.5085    288.827910  A
  26625.2300    108.076809  D
  26639.6270    287.324134  A
  26652.6246    107.181604  D
  26666.8711    287.172789  A
  26680.0870    107.225639  D
  26694.1743    287.151539  A
  26707.4252    106.715045  D
  26721.4183    285.896586  A
  26734.5490    104.758256  D
  26748.5478    283.206935  A
  26761.5653    101.830613  D
  26775.6224    280.272574  A
  26788.6805     99.321829  D
  26802.7485    278.456496  A
  26815.9917     98.178674  D
  26829.9650    278.015868  A
  26843.4316     98.072436  D
  26857.2286    278.120666  A
  26870.8477     97.915295  D
  26884.4636    277.582042  A
  26898.1147     96.747999  D
  26911.6160    275.664052  A
  26925.1927     94.251926  D
  26938.7020    272.722737  A
  26952.2163     91.371414  D
  26965.8131    270.137692  A
  26979.3889     89.463216  D
  26993.0198    269.008176  A
  27006.7760     88.950002  D
  27020.2908    269.017102  A
  27034.2616     88.992591  D
  27047.5278    268.818323  A
  27061.6366     88.060284  D
  27074.6628    267.221951  A
  27088.7903     85.647858  D
  27101.7309    264.306983  A
  27115.8069     82.646985  D
  27128.8481    261.480631  A
  27142.9001     80.519481  D
  27156.0788    260.002815  A
  27170.1818     79.819481  D
  27183.3755    259.782197  A
  27197.5916     79.821140  D
  27210.6423    259.806152  A
  27225.0033     79.435781  D
  27237.8116    258.956859  A
  27252.2734     77.785633  D
  27264.8858    256.725684  A
  27279.3663     74.989006  D
  27291.9611    253.757081  A
  27306.3944     72.277949  D
  27319.1576    251.463983  A
  27333.5368     70.820443  D
  27346.4821    250.621800  A
  27360.8655     70.626335  D
  27373.8250    250.675122  A
  27388.2883     70.570971  D
  27401.0568    250.251158  A
  27415.6288     69.230282  D
  27428.1321    248.292017  A
  27442.7802     66.418770  D
  27455.1686    245.201842  A
  27469.8109     63.411325  D
  27482.3397    242.545394  A
  27496.9023     61.637430  D
  27509.6737    241.355536  A
  27524.1429     61.268853  D
  27537.0650    241.305136  A
  27551.4810     61.319505  D
  27564.3794    241.173635  A
  27578.8104     60.624551  D
  27591.5363    239.941857  A
  27606.0306     58.587015  D
  27618.5773    237.434623  A
  27633.1190     55.674179  D
  27645.6538    234.557614  A
  27660.1778     53.226349  D
  27672.9021    232.635195  A
  27687.3291     52.171276  D
  27700.3179    232.131638  A
  27714.6022     52.166173  D
  27727.7439    232.142710  A
  27741.9207     51.941354  D
  27755.0196    231.379026  A
  27769.1600     50.300745  D
  27782.0894    229.066398  A
  27796.2676     47.293406  D
  27809.1077    225.975168  A
  27823.3318     44.437275  D
  27836.2915    223.691568  A
  27850.4720     43.014217  D
  27863.6737    222.877284  A
  27877.7088     42.863994  D
  27891.1316    222.920983  A
  27904.9788     42.868652  D
  27918.4970    222.494662  A
  27932.1988     41.893180  D
  27945.6779    220.826802  A
  27959.3308     39.563722  D
  27972.7162    218.131330  A
  27986.4171     36.675546  D
  27999.7814    215.529656  A
  28013.5468     34.555885  D
  28027.0280    214.120391  A
  28040.7644     33.839620  D
  28054.4544    213.886134  A
  28068.0314     33.943667  D
  28081.9190    213.792027  A
  28095.2588     33.519931  D
  28109.2402    212.604718  A
  28122.3847     31.546977  D
  28136.3336    209.908522  A
  28149.4540     28.422282  D
  28163.3428    206.903324  A
  28176.5865     25.770647  D
  28190.4947    205.059936  A
  28203.8293     24.672844  D
  28217.8522    204.630214  A
  28231.1178     24.691211  D
  28245.3031    204.672570  A
  28258.3533     24.532451  D
  28272.6780    203.857521  A
  28285.4857     23.182613  D
  28299.8779    201.728829  A
  28312.5536     20.582231  D
  28326.9274    198.882663  A
  28339.6630     17.758085  D
  28353.9848    196.592855  A
  28366.8909     15.969018  D
  28381.1937    195.631292  A
  28394.2153     15.544441  D
  28408.5637    195.591894  A
  28421.5246     15.612144  D
  28435.9881    195.326038  A
  28448.7138     14.882357  D
  28463.2912    193.676656  A
  28475.7693     12.576142  D
  28490.3958    190.654996  A
  28502.8242      9.379440  D
  28517.4160    187.770893  A
  28530.0352      6.992320  D
  28544.5461    186.336440  A
  28557.3994      6.189038  D
  28571.8459    186.188991  A
  28584.7695      6.226284  D
  28599.2226    186.140429  A
  28612.0208      5.820965  D
  28626.5347    184.955706  A
  28639.1182      4.094278  D
  28653.7041    182.448702  A
  28666.1559      1.310453  D
  28680.7651    179.575414  A
  28693.2935    358.680483  D
  28707.8447    177.613760  A
  28720.6012    357.248954  D
  28735.0400    177.019705  A
  28748.0151    357.040061  D
  28762.3404    177.105442  A
  28775.3961    357.007103  D
  28789.6573    176.603358  A
  28802.6051    355.902820  D
  28816.8788    174.596155  A
  28829.6417    353.311825  D
  28843.9676    171.467737  A
  28856.6860    350.222204  D
  28871.0299    168.830520  A
  28883.9287    348.224238  D
  28898.1903    167.772085  A
  28911.3626    347.751068  D
  28925.4528    167.795627  A
  28938.8077    347.743501  D
  28952.7314    167.561483  A
  28966.1093    346.989340  D
  28979.9378    166.051026  A
  28993.2139    344.863813  D
  29007.0499    163.351357  A
  29020.2395    342.036202  D
  29034.1369    160.625958  A
  29047.3714    339.774741  D
  29061.2854    159.033424  A
  29074.6925    338.791234  D
  29088.5143    158.705589  A
  29102.1442    338.777798  D
  29115.7737    158.780674  A
  29129.5667    338.497396  D
  29142.9860    158.036970  A
  29156.8167    336.948227  D
  29170.1040    155.763501  A
  29183.8672    334.105819  D
  29197.1793    152.626902  A
  29210.8951    331.255270  D
  29224.3257    150.267922  A
  29238.1132    329.764710  D
  29251.5763    149.502709  A
  29265.5295    329.546361  D
  29278.8552    149.596360  A
  29292.9929    329.439245  D
  29306.0662    149.150210  A
  29320.3181    328.218873  D
  29333.1741    147.279927  A
  29347.4410    325.666269  D
  29360.2458    144.396561  A
  29374.4677    322.848460  D
  29387.3898    141.836626  A
  29401.5786    320.992024  D
  29414.6436    140.572485  A
  29428.8639    320.436196  D
  29441.9513    140.451248  A
  29456.2753    320.505632  D
  29469.2194    140.441326  A
  29483.6746    319.923712  D
  29496.3684    139.359096  A
  29510.9290    317.922600  D
  29523.4183    136.790072  A
  29537.9967    314.867314  D
  29550.5041    133.672229  A
  29565.0255    312.263512  D
  29577.7478    131.597682  A
  29592.2022    311.185320  D
  29605.1175    131.115304  A
  29619.5498    311.168959  D
  29632.4633    131.173914  A
  29646.9472    310.868390  D
  29659.6600    130.385835  A
  29674.2313    309.210447  D
  29686.7153    128.139112  A
  29701.3472    306.344757  D
  29713.7706    125.159921  A
  29728.3911    303.623450  D
  29740.9683    122.871480  A
  29755.5067    302.152312  D
  29768.3238    121.971960  A
  29782.7532    301.898790  D
  29795.7194    121.939734  A
  29810.0862    301.947392  D
  29823.0305    121.720283  A
  29837.3940    301.087757  D
  29850.1747    120.272123  A
  29864.5848    298.745675  D
  29877.1986    117.509371  A
  29891.6552    295.653629  D
  29904.2903    114.601709  A
  29918.7249    293.359276  D
  29931.5899    112.927804  A
  29945.9082    292.631695  D
  29959.0432    112.675368  A
  29973.1942    292.744251  D
  29986.4667    112.607021  A
  30000.4775    292.219524  D
  30013.6990    111.409143  A
  30027.6636    290.189634  D
  30040.7469    108.843262  A
  30054.7532    287.195929  D
  30067.7884    105.959901  A
  30081.8439    284.704461  D
  30094.9975    104.100265  A
  30109.0168    283.617432  D
  30122.3876    103.563813  A
  30136.2643    283.580254  D
  30149.8333    103.564579  A
  30163.5217    283.501604  D
  30177.1941    103.042441  A
  30190.7189    282.328254  D
  30204.3633    101.155237  A
  30217.8297    279.778535  D
  30231.3885     98.278176  A
  30244.9146    276.808927  D
  30258.4625     95.724095  A
  30272.0723    274.881412  D
  30285.7445     94.541240  A
  30299.3227    274.433347  D
  30313.2061     94.510541  A
  30326.5888    274.520960  D
  30340.6577     94.188563  A
  30353.7773    273.720664  D
  30367.9300     92.518675  A
  30380.8662    271.369690  D
  30394.9940     89.647246  A
  30407.9445    268.307222  D
  30422.0235     86.941170  A
  30435.1197    266.072971  D
  30449.2039     85.531463  A
  30462.3947    265.284532  D
  30476.5577     85.285647  A
  30489.6882    265.328830  D
  30503.9877     85.255284  A
  30516.9137    265.057149  D
  30531.3417     84.318377  A
  30544.0303    263.542833  D
  30558.5226     81.986929  A
  30571.0883    260.791458  D
  30585.5616     79.033897  A
  30598.2132    257.961260  D
  30612.6258     76.841094  A
  30625.4812    256.347651  D
  30639.8617     76.099017  A
  30652.8341    256.095336  D
  30667.2556     76.177260  A
  30680.1398    256.109516  D
  30694.6558     75.584702  A
  30707.2898    254.967324  D
  30721.9086     73.450524  A
  30734.3224    252.297128  D
  30748.9811     70.344461  A
  30761.4094    249.225041  D
  30776.0218     67.845444  A
  30788.6666    247.254727  D
  30803.1827     66.828677  A
  30816.0468    246.761242  D
  30830.4791     66.803753  A
  30843.4184    246.815765  D
  30857.8268     66.622946  A
  30870.6597    246.230925  D
  30885.1118     65.314134  A
  30897.7475    244.335641  D
  30912.2599     62.702715  A
  30924.7823    241.476283  D
  30939.3171     59.824953  A
  30951.9321    238.929177  D
  30966.4102     58.005591  A
  30979.2788    237.739539  D
  30993.6254     57.584385  A
  31006.7221    237.627126  D
  31020.9357     57.662692  A
  31034.0957    237.440977  D
  31048.2255     56.836405  A
  31061.2643    235.900022  D
  31075.3945     54.386086  A
  31088.2792    233.015180  D
  31102.4643     51.238827  A
  31115.3594    230.155459  D
  31129.5581     49.024205  A
  31142.6467    228.607624  D
  31156.7511     48.334670  A
  31170.0865    228.384383  D
  31184.0148     48.431534  A
  31197.5166    228.323917  D
  31211.2666     48.069480  A
  31224.7989    227.340662  D
  31238.4421     46.403725  A
  31251.8977    225.087337  D
  31265.5414     43.639172  A
  31278.9235    222.268761  D
  31292.6389     40.967534  A
  31306.0652    220.168948  D
  31319.8131     39.530542  A
  31333.4098    219.396881  D
  31347.0666     39.367060  A
  31360.8776    219.389781  D
  31374.3249     39.378063  A
  31388.2945    218.903118  D
  31401.5020     38.232105  A
  31415.4991    216.875971  D
  31428.5852     35.529132  A
  31442.5219    213.816971  D
  31455.6728     32.431590  A
  31469.5798    211.269551  D
  31482.8644     30.525061  A
  31496.8372    210.200899  D
  31510.1450     30.121127  A
  31524.2595    210.190283  D
  31537.4180     30.202624  A
  31551.6883    209.911892  D
  31564.6036     29.541475  A
  31578.9888    208.480703  D
  31591.6934     27.521897  A
  31606.1020    205.872373  D
  31618.7664     24.641498  A
  31633.1315    203.133149  D
  31645.9302     22.203579  A
  31660.2494    201.448208  D
  31673.2195     21.120682  A
  31687.5426    201.035726  D
  31700.5531     21.074504  A
  31714.9602    201.063437  D
  31727.8138     20.906441  A
  31742.3416    200.210889  D
  31754.9285     19.415247  A
  31769.5452    197.740507  D
  31781.9589     16.482180  A
  31796.5835    194.563843  D
  31809.0819     13.499463  A
  31823.6400    192.327784  D
  31836.3836     11.900493  A
  31850.8578    191.651327  D
  31863.7686     11.661084  A
  31878.2098    191.740163  D
  31891.0955     11.658184  A
  31905.5660    191.220287  D
  31918.2697     10.647421  A
  31932.8134    189.349556  D
  31945.3190      8.298646  A
  31959.9193    186.507914  D
  31972.3865      5.416265  A
  31986.9731    183.952874  D
  31999.6052      3.285977  A
  32014.1016    182.674387  D
  32026.9799      2.536615  A
  32041.3531    182.539460  D
  32054.4031      2.575347  A
  32068.6752    182.490015  D
  32081.7110      2.124678  A
  32095.9577    181.304602  D
  32108.8237      0.250569  A
  32123.1059    178.591328  D
  32135.8331    357.207159  A
  32150.1621    175.485409  D
  32162.9621    354.518156  A
  32177.2654    173.595019  D
  32190.3172    353.343123  A
  32204.4837    173.211579  D
  32217.7770    353.248856  A
  32231.7656    173.279668  D
  32245.1701    353.039657  A
  32259.0162    172.505882  D
  32272.3710    351.591040  A
  32286.1706    170.333128  D
  32299.4154    348.981061  A
  32313.2584    167.442800  D
  32326.4717    346.281637  A
  32340.3687    165.169382  D
  32353.6927    344.617628  A
  32367.5599    164.242002  D
  32381.0939    344.240257  A
  32394.8136    164.261556  D
  32408.5526    344.231424  A
  32422.0596    164.090516  D
  32435.9084    343.416939  A
  32449.2239    162.597982  D
  32463.0524    341.145899  A
  32476.3059    159.700785  D
  32490.0594    338.081278  A
  32503.4050    156.746953  D
  32517.1636    335.805301  A
  32530.6093    155.184311  D
  32544.4893    335.034896  A
  32557.8887    155.016990  D
  32571.9513    335.054097  A
  32585.1451    155.018868  D
  32599.3627    334.514346  A
  32612.3022    153.904423  D
  32626.5868    332.560515  A
  32639.3781    151.411160  D
  32653.6427    329.714686  A
  32666.4737    148.514185  D
  32680.6904    327.258111  A
  32693.6735    146.530010  D
  32707.8831    326.073564  A
  32720.9664    145.919470  D
  32735.2417    325.972399  A
  32748.2711    146.008923  D
  32762.6640    325.845193  A
  32775.4854    145.579427  D
  32790.0110    324.627046  A
  32802.5736    143.727955  D
  32817.1633    321.955358  A
  32829.6188    140.678515  D
  32844.1842    318.902349  A
  32856.7763    137.909197  D
  32871.2706    317.007844  A
  32884.1006    136.688722  D
  32898.5393    316.591447  A
  32911.4809    136.641419  D
  32925.9311    316.621589  A
  32938.7614    136.425392  D
  32953.2844    315.734102  A
  32965.8784    134.923324  D
  32980.4820    313.356614  A
  32992.9115    132.168570  D
  33007.5456    310.384756  A
  33020.0260    129.386868  D
  33034.6108    308.205876  A
  33047.3111    127.763925  D
  33061.7900    307.406033  A
  33074.7012    127.384877  D
  33089.0888    307.461972  A
  33102.0748    127.435812  D
  33116.4201    307.186568  A
  33129.3109    126.688450  D
  33143.6786    305.587974  A
  33156.3786    124.503375  D
  33170.8018    302.695958  A
  33183.4080    121.455918  D
  33197.8534    299.811581  A
  33210.5952    119.033963  D
  33224.9734    298.304681  A
  33237.9893    118.166063  D
  33252.2158    298.162510  A
  33265.4563    118.192635  D
  33279.5123    298.119685  A
  33292.7966    117.671256  D
  33306.7532    296.881996  A
  33319.9267    115.755068  D
  33333.8836    294.238898  A
  33346.9444    112.864975  D
  33360.9609    291.329860  A
  33374.0553    110.382456  D
  33388.0884    289.500719  A
  33401.3605    109.202078  D
  33415.3034    289.023655  A
  33428.7930    109.046055  D
  33442.5644    289.110027  A
  33456.2190    108.959795  D
  33469.7991    288.602176  A
  33483.4918    107.774316  D
  33496.9510    286.716435  A
  33510.5743    105.265462  D
  33524.0355    283.767508  A
  33537.5944    102.351640  D
  33551.1479    281.150875  A
  33564.7608    100.418881  D
  33578.3581    279.988153  A
  33592.1495     99.959302  D
  33605.6298    279.980100  A
  33619.6294     99.941800  D
  33632.8660    279.788515  A
  33647.0115     99.049658  D
  33659.9993    278.220091  A
  33674.1687     96.675750  D
  33687.0675    275.345035  A
  33701.1882     93.695780  D
  33714.1869    272.533171  A
  33728.2765     91.558596  D
  33741.4183    271.010469  A
  33755.5454     90.794540  D
  33768.7147    270.755452  A
  33782.9526     90.811366  D
  33795.9858    270.805792  A
  33810.3614     90.465402  D
  33823.1605    270.006770  A
  33837.6385     88.809188  D
  33850.2347    267.796108  A
  33864.7372     86.003949  D
  33877.3076    264.796296  A
  33891.7633     83.254474  D
  33904.5015    262.438190  A
  33918.9022     81.781966  D
  33931.8278    261.575664  A
  33946.2274     81.614173  D
  33959.1800    261.658563  A
  33973.6434     81.514741  D
  33986.4146    261.216446  A
  34000.9878     80.205510  D
  34013.4900    259.260861  A
  34028.1389     77.432997  D
  34040.5262    256.192516  A
  34055.1722     74.443124  D
  34067.6926    253.539505  A
  34082.2612     72.655835  D
  34095.0244    252.366679  A
  34109.4931     72.240773  D
  34122.4213    252.283966  A
  34136.8273     72.294730  D
  34149.7395    252.151638  A
  34164.1566     71.671585  D
  34176.9035    250.970114  A
  34191.3749     69.652013  D
  34203.9447    248.487387  A
  34218.4661     66.715280  D
  34231.0157    245.599699  A
  34245.5248     64.218909  D
  34258.2661    243.648788  A
  34272.6747     63.131914  D
  34285.6793    243.079634  A
  34299.9480     63.138885  D
  34313.1149    243.140913  A
  34327.2613     62.934663  D
  34340.3952    242.357211  A
  34354.4948     61.277042  D
  34367.4673    240.038698  A
  34381.6026     58.283848  D
  34394.4857    236.965337  A
  34408.6702     55.442794  D
  34421.6619    234.677862  A
  34435.8127     54.014989  D
  34449.0396    233.899728  A
  34463.0496     53.869064  D
  34476.4953    233.903951  A
  34490.3156     53.885601  D
  34503.8672    233.501063  A
  34517.5335     52.934676  D
  34531.0600    231.904061  A
  34544.6657     50.634684  D
  34558.1012    229.222039  A
  34571.7519     47.731337  D
  34585.1607    226.594058  A
  34598.8822     45.572523  D
  34612.3992    225.121371  A
  34626.1034     44.845134  D
  34639.8217    224.853913  A
  34653.3715     44.936413  D
  34667.2924    224.810289  A
  34680.5961     44.502404  D
  34694.6144    223.567748  A
  34707.7187     42.529739  D
  34721.7116    220.870254  A
  34734.7870     39.416289  D
  34748.7215    217.877444  A
  34761.9220     36.783121  D
  34775.8696    216.051098  A
  34789.1701     35.692869  D
  34803.2216    215.656191  A
  34816.4600     35.678364  D
  34830.6630    215.646349  A
  34843.6964     35.529416  D
  34858.0462    214.909319  A
  34870.8303     34.229144  D
  34885.2508    212.827109  A
  34897.8968     31.664190  D
  34912.3035    209.969823  A
  34925.0029     28.831896  D
  34939.3559    207.628410  A
  34952.2352     27.000891  D
  34966.5562    206.605017  A
  34979.5616     26.517661  D
  34993.9254    206.574531  A
  35006.8754     26.591860  D
  35021.3457    206.334621  A
  35034.0685     25.887784  D
  35048.6502    204.648174  A
  35061.1232     23.584697  D
  35075.7577    201.626107  A
  35088.1781     20.394629  D
  35102.7794    198.749345  A
  35115.3914     17.991497  D
  35129.9091    197.326728  A
  35142.7512     17.163424  D
  35157.2028    197.198974  A
  35170.1276     17.235977  D
  35184.5696    197.124640  A
  35197.3861     16.838576  D
  35211.8845    195.991189  A
  35224.4876     15.145319  D
  35239.0594    193.548415  A
  35251.5243     12.383164  D
  35266.1223    190.672239  A
  35278.6534      9.720850  D
  35293.1990    188.664996  A
  35305.9561      8.270712  D
  35320.3875    188.020154  A
  35333.3793      8.044310  D
  35347.6848    188.089931  A
  35360.7638      7.988536  D
  35375.0035    187.621746  A
  35387.9798      6.911205  D
  35402.2203    185.629065  A
  35415.0168      4.322422  D
  35429.3074    182.486470  A
  35442.0593      1.243814  D
  35456.3721    179.840670  A
  35469.3033    359.253866  D
  35483.5338    178.769334  A
  35496.7287    358.730593  D
  35510.7947    178.788537  A
  35524.1792    358.782742  D
  35538.0717    178.594364  A
  35551.4841    358.015099  D
  35565.2750    177.133624  A
  35578.5958    355.921223  D
  35592.3874    174.459909  A
  35605.6217    353.108146  D
  35619.4756    171.713389  A
  35632.7447    350.818225  D
  35646.6239    170.069800  A
  35660.0613    349.847559  D
  35673.8536    169.719361  A
  35687.5105    349.782657  D
  35701.1150    169.820936  A
  35714.9420    349.525010  D
  35728.3254    169.089494  A
  35742.2002    348.010822  D
  35755.4398    166.800595  A
  35769.2522    345.147907  D
  35782.5141    163.641898  A
  35796.2780    342.285904  D
  35809.6628    161.271093  A
  35823.4888    340.761492  D
  35836.9172    160.513860  A
  35850.9004    340.547238  D
  35864.2003    160.622291  A
  35878.3592    340.470969  D
  35891.4111    160.179877  A
  35905.6872    339.242162  D
  35918.5188    158.345280  A
  35932.8189    336.734982  D
  35945.5895    155.488625  A
  35959.8476    333.924619  D
  35972.7307    152.909124  A
  35986.9530    332.049600  D
  35999.9846    151.621856  A
  36014.2301    331.487502  D
  36027.3006    151.483268  A
  36041.6339    331.507030  D
  36054.5712    151.460653  A
  36069.0418    330.983240  D
  36081.7213    150.393611  A
  36096.2957    328.989769  D
  36108.7683    147.820049  A
  36123.3638    325.899094  D
  36135.8511    144.685723  A
  36150.3922    323.270923  D
  36163.0994    142.628728  A
  36177.5655    322.172274  D
  36190.4742    142.112054  A
  36204.9109    322.167510  D
  36217.8208    142.163784  A
  36232.3002    321.902574  D
  36245.0225    141.416843  A
  36259.5825    320.247046  D
  36272.0815    139.221658  A
  36286.7041    317.418652  D
  36299.1360    136.277378  A
  36313.7509    314.696805  D
  36326.3316    133.960091  A
  36340.8642    313.196730  D
  36353.6790    132.988821  A
  36368.1064    312.943172  D
  36381.0814    132.987514  A
  36395.4310    312.981598  D
  36408.4027    132.769798  A
  36422.7397    312.136440  D
  36435.5509    131.320779  A
  36449.9339    309.814114  D
  36462.5735    128.546126  A
  36477.0052    306.708681  D
  36489.6596    125.609512  A
  36504.0749    304.398823  D
  36516.9567    123.951753  A
  36531.2570    303.664001  D
  36544.4155    123.694832  A
  36558.5382    303.752715  D
  36571.8388    123.607810  A
  36585.8183    303.239998  D
  36599.0795    122.465395  A
  36613.0043    301.263134  D
  36626.1327    119.941612  A
  36640.0952    298.313798  D
  36653.1727    117.083405  A
  36667.1875    295.816679  D
  36680.3741    115.185241  A
  36694.3592    294.680924  D
  36707.7524    114.587818  A
  36721.6047    294.611167  D
  36735.2043    114.648093  A
  36748.8622    294.556196  D
  36762.5694    114.096483  A
  36776.0598    293.433112  D
  36789.7471    112.219215  A
  36803.1689    290.891925  D
  36816.7726    109.324563  A
  36830.2531    287.886468  D
  36843.8412    106.746939  A
  36857.4126    285.913498  D
  36871.1223    105.599496  A
  36884.6652    285.447390  D
  36898.5775    105.513925  A
  36911.9326    285.546073  D
  36926.0344    105.233705  A
  36939.1209    284.772957  D
  36953.3069    103.587033  A
  36966.2094    282.454041  D
  36980.3751    100.728726  A
  36993.2886    279.411837  D
  37007.4047     98.022502  A
  37020.4628    277.146909  D
  37034.5760     96.569572  A
  37047.7368    276.320205  D
  37061.9235     96.321509  A
  37075.0347    276.378053  D
  37089.3485     96.322907  A
  37102.2669    276.138591  D
  37116.7074     95.380542  A
  37129.3852    274.646799  D
  37143.8982     93.075235  A
  37156.4400    271.884577  D
  37170.9387     90.099194  A
  37183.5605    269.004039  D
  37197.9992     87.880248  A
  37210.8286    267.361256  D
  37225.2294     87.138335  A
  37238.1912    267.132516  D
  37252.6158     87.173627  A
  37265.4998    267.117775  D
  37280.0189     86.616495  A
  37292.6504    265.975365  D
  37307.2669     84.511805  A
  37319.6833    263.329589  D
  37334.3413     81.419421  A
  37346.7676    260.280617  D
  37361.3837     78.914007  A
  37374.0216    258.332846  D
  37388.5403     77.859821  A
  37401.4058    257.799474  D
  37415.8317     77.825163  A
  37428.7782    257.834654  D
  37443.1767     77.701749  A
  37456.0294    257.310854  D
  37470.4585     76.408338  A
  37483.1232    255.458965  D
  37497.6105     73.798715  A
  37510.1552    252.596438  D
  37524.6690     70.886063  A
  37537.3018    250.004196  D
  37551.7612     69.028243  A
  37564.6425    248.741844  D
  37578.9767     68.609704  A
  37592.0933    248.673859  D
  37606.2822     68.701497  A
  37619.4714    248.456172  D
  37633.5662     67.854502  A
  37646.6427    246.902639  D
  37660.7338     65.418411  A
  37673.6595    244.035190  D
  37687.8060     62.296359  A
  37700.7361    241.193327  D
  37714.9028     60.089331  A
  37728.0177    239.681549  D
  37742.0967     59.396561  A
  37755.4539    239.419743  D
  37769.3562     59.479149  A
  37782.8858    239.363778  D
  37796.6056     59.131298  A
  37810.1805    238.460126  D
  37823.7814     57.510657  A
  37837.2860    236.226290  D
  37850.8807     54.760398  A
  37864.3100    233.385847  D
  37877.9781     52.059067  A
  37891.4422    231.218416  D
  37905.1546     50.588459  A
  37918.7795    230.404179  D
  37932.4095     50.394274  A
  37946.2527    230.452525  D
  37959.6670     50.398076  A
  37973.6694    229.906838  D
  37986.8414     49.258994  A
  38000.8803    227.889919  D
  38013.9221     46.569174  A
  38027.9054    224.843556  D
  38041.0108     43.494384  A
  38054.9616    222.316398  D
  38068.2075     41.590419  A
  38082.2131    221.268294  D
  38095.4889     41.145543  A
  38109.6230    221.195847  D
  38122.7628     41.223787  A
  38137.0561    220.983897  D
  38149.9511     40.610284  A
  38164.3571    219.589458  D
  38177.0420     38.645811  A
  38191.4769    216.976346  D
  38204.1133     35.773485  A
  38218.5065    214.201141  D
  38231.2771     33.285216  A
  38245.6177    212.461701  D
  38258.5657     32.130368  A
  38272.9075    212.043867  D
  38285.9038     32.082775  A
  38300.3210    212.099768  D
  38313.1722     31.944391  A
  38327.7023    211.210043  D
  38340.2882     30.450113  A
  38354.9105    208.750609  D
  38367.3179     27.512998  A
  38381.9507    205.583202  D
  38394.4394     24.518585  A
  38409.0076    203.359871  D
  38421.7366     22.904170  A
  38436.2193    202.686324  D
  38449.1261     22.695636  A
  38463.5606    202.737934  D
  38476.4579     22.673066  A
  38490.9172    202.259212  D
  38503.6370     21.688870  A
  38518.1662    200.464697  D
  38530.6886     19.380417  A
  38545.2740    197.633752  D
  38557.7506     16.495158  A
  38572.3275    195.034397  D
  38584.9622     14.345097  A
  38599.4520    193.694542  D
  38612.3436     13.566981  A
  38626.7002    193.534882  D
  38639.7679     13.566395  A
  38654.0232    193.518891  D
  38667.0866     13.163411  A
  38681.2993    192.346246  D
  38694.2035     11.290531  A
  38708.4450    189.608865  D
  38721.2118      8.242560  A
  38735.5029    186.494779  D
  38748.3394      5.546737  A
  38762.6090    184.600298  D
  38775.6851      4.331565  A
  38789.8276    184.214804  D
  38803.1475      4.292243  A
  38817.1079    184.309376  D
  38830.5406      4.046995  A
  38844.3531    183.562899  D
  38857.7494      2.630853  A
  38871.5073    181.423349  D
  38884.7987      0.056454  A
  38898.5963    178.540106  D
  38911.8500    357.351748  A
  38925.7069    176.228201  D
  38939.0645    355.687516  A
  38952.8990    175.267110  D
  38966.4603    355.250443  A
  38980.1549    175.294026  D
  38993.9234    355.247269  A
  39007.3993    175.123510  D
  39021.2875    354.473950  A
  39034.5604    173.625249  D
  39048.4337    352.162894  A
  39061.6395    170.712020  D
  39075.4409    349.078585  A
  39088.7395    167.746407  D
  39102.5408    346.786639  A
  39115.9477    166.193362  D
  39129.8613    346.022244  A
  39143.2325    166.032713  D
  39157.3191    346.078092  A
  39170.4883    166.018790  D
  39184.7283    345.509662  A
  39197.6452    164.931725  D
  39211.9627    343.620130  A
  39224.7207    162.481014  D
  39239.0243    340.808275  A
  39251.8140    159.591398  D
  39266.0688    338.336776  A
  39279.0127    157.587989  D
  39293.2517    337.115904  A
  39306.3122    156.937069  D
  39320.6000    336.951888  A
  39333.6189    156.997608  D
  39348.0277    336.873440  A
  39360.8365    156.589052  D
  39375.3718    335.663229  A
  39387.9236    154.749246  D
  39402.5273    332.952325  A
  39414.9648    151.687522  D
  39429.5488    329.873249  A
  39442.1256    148.918271  D
  39456.6337    327.967161  A
  39469.4543    147.662750  D
  39483.9008    327.563835  A
  39496.8345    147.606278  D
  39511.2849    327.622506  A
  39524.1220    147.428756  D
  39538.6330    326.721022  A
  39551.2445    145.961445  D
  39565.8356    324.393315  A
  39578.2793    143.245419  D
  39592.9040    321.448145  A
  39605.3899    140.449792  D
  39619.9692    319.251007  A
  39632.6647    138.766956  D
  39647.1429    318.427661  A
  39660.0571    138.400408  D
  39674.4326    318.452579  A
  39687.4397    138.433104  D
  39701.7632    318.188063  A
  39714.6815    137.687619  D
  39729.0252    316.630979  A
  39741.7509    135.505577  D
  39756.1469    313.733767  A
  39768.7761    132.437288  D
  39783.1981    310.820623  A
  39795.9597    130.022127  D
  39810.3177    309.292707  A
  39823.3599    129.158133  D
  39837.5582    309.130272  A
  39850.8237    129.152098  D
  39864.8521    309.094263  A
  39878.1721    128.685998  D
  39892.0906    307.904159  A
  39905.3082    126.791586  D
  39919.2198    305.304367  A
  39932.3286    123.930153  D
  39946.2988    302.402639  A
  39959.4325    121.425307  D
  39973.4266    300.532100  A
  39986.7251    120.193356  D
  40000.6404    300.014270  A
  40014.1593    120.080991  D
  40027.9017    300.109376  A
  40041.5865    119.951459  D
  40055.1368    299.649389  A
  40068.8701    118.794253  D
  40082.2866    297.778598  A
