# 月行九道 — Ecliptic trajectory (λ, β)
# DE440 1900–2100, 1-day steps
# Frame: fixed J2000 mean ecliptic approximation
#
# day          lambda(deg)   beta(deg)
  66351.0000     96.057379      4.901539
  66352.0000    110.169262      4.276300
  66353.0000    124.702067      3.362219
  66354.0000    139.582623      2.201832
  66355.0000    154.694431      0.870463
  66356.0000    169.889664     -0.530050
  66357.0000    185.009599     -1.886655
  66358.0000    199.908053     -3.094479
  66359.0000    214.470928     -4.072837
  66360.0000    228.626970     -4.772631
  66361.0000    242.348728     -5.174943
  66362.0000    255.646099     -5.284326
  66363.0000    268.556214     -5.120849
  66364.0000    281.132906     -4.713582
  66365.0000    293.437737     -4.096366
  66366.0000    305.533367     -3.305664
  66367.0000    317.479259     -2.379756
  66368.0000    329.329394     -1.358581
  66369.0000    341.131600     -0.283669
  66370.0000    352.928109      0.802180
  66371.0000      4.756992      1.855570
  66372.0000     16.654146      2.833477
  66373.0000     28.655490      3.694332
  66374.0000     40.798963      4.399044
  66375.0000     53.125918      4.911859
  66376.0000     65.681430      5.201158
  66377.0000     78.513043      5.240478
  66378.0000     91.667478      5.010271
  66379.0000    105.184960      4.500910
  66380.0000    119.091122      3.717281
  66381.0000    133.387162      2.684528
  66382.0000    148.040011      1.453320
  66383.0000    162.975631      0.101624
  66384.0000    178.079235     -1.270341
  66385.0000    193.205329     -2.553185
  66386.0000    208.197156     -3.646466
  66387.0000    222.910762     -4.475204
  66388.0000    237.236279     -4.998557
  66389.0000    251.110219     -5.208810
  66390.0000    264.516912     -5.123560
  66391.0000    277.481468     -4.775815
  66392.0000    290.058540     -4.205662
  66393.0000    302.320635     -3.454949
  66394.0000    314.348142     -2.564849
  66395.0000    326.221784     -1.575445
  66396.0000    338.017334     -0.526367
  66397.0000    349.802189      0.542294
  66398.0000      1.633363      1.589342
  66399.0000     13.556703      2.572483
  66400.0000     25.607218      3.449111
  66401.0000     37.810497      4.177833
  66402.0000     50.185126      4.720531
  66403.0000     62.745823      5.044589
  66404.0000     75.506748      5.125020
  66405.0000     88.484234      4.946320
  66406.0000    101.698079      4.504124
  66407.0000    115.170552      3.806966
  66408.0000    128.922530      2.878340
  66409.0000    142.966602      1.759006
  66410.0000    157.297784      0.508706
  66411.0000    171.883611     -0.794335
  66412.0000    186.656796     -2.058120
  66413.0000    201.514434     -3.186894
  66414.0000    216.326829     -4.095055
  66415.0000    230.955638     -4.720729
  66416.0000    245.276521     -5.033914
  66417.0000    259.198920     -5.036468
  66418.0000    272.677073     -4.755207
  66419.0000    285.710755     -4.232002
  66420.0000    298.338266     -3.514736
  66421.0000    310.625777     -2.651218
  66422.0000    322.656406     -1.686308
  66423.0000    334.520839     -0.661503
  66424.0000    346.309928      0.384046
  66425.0000    358.108991      1.411996
  66426.0000      9.993315      2.383450
  66427.0000     22.024559      3.258286
  66428.0000     34.248033      3.995589
  66429.0000     46.691199      4.555347
  66430.0000     59.363935      4.901359
  66431.0000     72.261015      5.004920
  66432.0000     85.366802      4.848561
  66433.0000     98.661439      4.429055
  66434.0000    112.127085      3.759102
  66435.0000    125.752445      2.867583
  66436.0000    139.534068      1.798688
  66437.0000    153.473622      0.610306
  66438.0000    167.571358     -0.628197
  66439.0000    181.817043     -1.839227
  66440.0000    196.180755     -2.941990
  66441.0000    210.606724     -3.859785
  66442.0000    225.013456     -4.528972
  66443.0000    239.301871     -4.907544
  66444.0000    253.370190     -4.980429
  66445.0000    267.131245     -4.759474
  66446.0000    280.526780     -4.278235
  66447.0000    293.534977     -3.583792
  66448.0000    306.170602     -2.728537
  66449.0000    318.479736     -1.764059
  66450.0000    330.531893     -0.737892
  66451.0000    342.411762      0.307228
  66452.0000    354.211728      1.332433
  66453.0000      6.025404      2.300995
  66454.0000     17.941849      3.176569
  66455.0000     30.040073      3.922012
  66456.0000     42.383599      4.499346
  66457.0000     55.015347      4.871296
  66458.0000     67.953660      5.004620
  66459.0000     81.190793      4.874994
  66460.0000     94.695100      4.472495
  66461.0000    108.417399      3.806205
  66462.0000    122.300479      2.906344
  66463.0000    136.289313      1.823047
  66464.0000    150.339004      0.622065
  66465.0000    164.418224     -0.621343
  66466.0000    178.507527     -1.828852
  66467.0000    192.593573     -2.924898
  66468.0000    206.661395     -3.841735
  66469.0000    220.687325     -4.523970
  66470.0000    234.634953     -4.932709
  66471.0000    248.455736     -5.048855
  66472.0000    262.094428     -4.874643
  66473.0000    275.497891     -4.432548
  66474.0000    288.624721     -3.761414
  66475.0000    301.453014     -2.910666
  66476.0000    313.984638     -1.934099
  66477.0000    326.245756     -0.884715
  66478.0000    338.284425      0.188528
  66479.0000    350.166495      1.241922
  66480.0000      1.970816      2.236581
  66481.0000     13.784287      3.137023
  66482.0000     25.696809      3.909434
  66483.0000     37.795886      4.520263
  66484.0000     50.160527      4.935760
  66485.0000     62.854313      5.123058
  66486.0000     75.918006      5.053315
  66487.0000     89.362891      4.707018
  66488.0000    103.166792      4.080764
  66489.0000    117.274894      3.193700
  66490.0000    131.606571      2.091009
  66491.0000    146.067313      0.842138
  66492.0000    160.562718     -0.466641
  66493.0000    175.010545     -1.743348
  66494.0000    189.347839     -2.901609
  66495.0000    203.532250     -3.869211
  66496.0000    217.538752     -4.592740
  66497.0000    231.353964     -5.038878
  66498.0000    244.970325     -5.193671
  66499.0000    258.381768     -5.060896
  66500.0000    271.581713     -4.660013
  66501.0000    284.563452     -4.023717
  66502.0000    297.322370     -3.194916
  66503.0000    309.859137     -2.223174
  66504.0000    322.182925     -1.160909
  66505.0000    334.313950     -0.059913
  66506.0000    346.284924      1.031286
  66507.0000    358.141362      2.068892
  66508.0000      9.940840      3.014109
  66509.0000     21.751382      3.832461
  66510.0000     33.649031      4.492589
  66511.0000     45.714511      4.965043
  66512.0000     58.028750      5.221664
  66513.0000     70.666925      5.236170
  66514.0000     83.690882      4.986593
  66515.0000     97.140207      4.459986
  66516.0000    111.023110      3.659191
  66517.0000    125.309319      2.610245
  66518.0000    139.927855      1.367548
  66519.0000    154.772135      0.013224
  66520.0000    169.712770     -1.351452
  66521.0000    184.615537     -2.621085
  66522.0000    199.359704     -3.702614
  66523.0000    213.851840     -4.527409
  66524.0000    228.032299     -5.055977
  66525.0000    241.874445     -5.276043
  66526.0000    255.378774     -5.196991
  66527.0000    268.564785     -4.843641
  66528.0000    281.462968     -4.251103
  66529.0000    294.108365     -3.461146
  66530.0000    306.536297     -2.519750
  66531.0000    318.780256     -1.475299
  66532.0000    330.871631     -0.376950
  66533.0000    342.840787      0.726983
  66534.0000    354.718974      1.790584
  66535.0000      6.540553      2.771604
  66536.0000     18.345104      3.632259
  66537.0000     30.179037      4.339434
  66538.0000     42.096417      4.864388
  66539.0000     54.158747      5.182221
  66540.0000     66.433431      5.271517
  66541.0000     78.990594      5.114711
  66542.0000     91.897887      4.699764
  66543.0000    105.212957      4.023660
  66544.0000    118.973641      3.097834
  66545.0000    133.186731      1.954719
  66546.0000    147.817536      0.653176
  66547.0000    162.783858     -0.720780
  66548.0000    177.958589     -2.061302
  66549.0000    193.183403     -3.258355
  66550.0000    208.291861     -4.217093
  66551.0000    223.135531     -4.873396
  66552.0000    237.604824     -5.199882
  66553.0000    251.638888     -5.202145
  66554.0000    265.224037     -4.909332
  66555.0000    278.384338     -4.364018
  66556.0000    291.169112     -3.614422
  66557.0000    303.641038     -2.709814
  66558.0000    315.866702     -1.698460
  66559.0000    327.910087     -0.627082
  66560.0000    339.828758      0.459119
  66561.0000    351.672267      1.516498
  66562.0000      3.482327      2.503354
  66563.0000     15.294334      3.380679
  66564.0000     27.139860      4.113127
  66565.0000     39.049680      4.669932
  66566.0000     51.056865      5.025621
  66567.0000     63.199430      5.160434
  66568.0000     75.521990      5.060617
  66569.0000     88.075916      4.718913
  66570.0000    100.917448      4.135691
  66571.0000    114.103230      3.321174
  66572.0000    127.682805      2.298938
  66573.0000    141.687979      1.110270
  66574.0000    156.119883     -0.182118
  66575.0000    170.936301     -1.493670
  66576.0000    186.043899     -2.723915
  66577.0000    201.300999     -3.769997
  66578.0000    216.534318     -4.544924
  66579.0000    231.567099     -4.993709
  66580.0000    246.249641     -5.100563
  66581.0000    260.481496     -4.885122
  66582.0000    274.219332     -4.391365
  66583.0000    287.471622     -3.675107
  66584.0000    300.285717     -2.794358
  66585.0000    312.733097     -1.803921
  66586.0000    324.896431     -0.753536
  66587.0000    336.859797      0.311837
  66588.0000    348.701989      1.350870
  66589.0000      0.492353      2.324761
  66590.0000     12.288604      3.196661
  66591.0000     24.136266      3.931850
  66592.0000     36.069569      4.498620
  66593.0000     48.113694      4.869675
  66594.0000     60.288135      5.023721
  66595.0000     72.610758      4.946931
  66596.0000     85.101864      4.634106
  66597.0000     97.787420      4.089507
  66598.0000    110.700558      3.327612
  66599.0000    123.880494      2.374080
  66600.0000    137.368210      1.267161
  66601.0000    151.198495      0.059320
  66602.0000    165.388629     -1.181800
  66603.0000    179.925194     -2.374763
  66604.0000    194.752446     -3.430018
  66605.0000    209.767444     -4.260838
  66606.0000    224.827025     -4.797771
  66607.0000    239.767991     -5.001799
  66608.0000    254.435394     -4.870598
  66609.0000    268.709111     -4.435268
  66610.0000    282.519846     -3.749782
  66611.0000    295.851641     -2.878307
  66612.0000    308.733939     -1.884965
  66613.0000    321.228712     -0.827948
  66614.0000    333.417269      0.242371
  66615.0000    345.389156      1.282774
  66616.0000    357.233773      2.255420
  66617.0000      9.034342      3.125996
  66618.0000     20.863681      3.862468
  66619.0000     32.781365      4.434749
  66620.0000     44.832185      4.815413
  66621.0000     57.046028      4.981361
  66622.0000     69.439418      4.916144
  66623.0000     82.018760      4.612472
  66624.0000     94.784942      4.074366
  66625.0000    107.738438      3.318515
  66626.0000    120.883711      2.374683
  66627.0000    134.231574      1.285272
  66628.0000    147.798446      0.104332
  66629.0000    161.601930     -1.103875
  66630.0000    175.652891     -2.267005
  66631.0000    189.945187     -3.308193
  66632.0000    204.445501     -4.151918
  66633.0000    219.086895     -4.732433
  66634.0000    233.769944     -5.003559
  66635.0000    248.373488     -4.946980
  66636.0000    262.773206     -4.575626
  66637.0000    276.862390     -3.930334
  66638.0000    290.568220     -3.070955
  66639.0000    303.859365     -2.065397
  66640.0000    316.744841     -0.980234
  66641.0000    329.266969      0.125098
  66642.0000    341.491895      1.200380
  66643.0000    353.500251      2.204035
  66644.0000      5.379143      3.101197
  66645.0000     17.215663      3.861530
  66646.0000     29.091652      4.457534
  66647.0000     41.079313      4.863798
  66648.0000     53.237530      5.057456
  66649.0000     65.608995      5.019923
  66650.0000     78.218608      4.739744
  66651.0000     91.073681      4.216072
  66652.0000    104.166346      3.461959
  66653.0000    117.478007      2.506512
  66654.0000    130.984951      1.395100
  66655.0000    144.663644      0.187348
  66656.0000    158.494144     -1.046754
  66657.0000    172.460481     -2.231874
  66658.0000    186.547795     -3.292777
  66659.0000    200.736999     -4.159824
  66660.0000    214.998696     -4.774461
  66661.0000    229.288570     -5.094658
  66662.0000    243.546430     -5.099708
  66663.0000    257.700142     -4.793269
  66664.0000    271.674042     -4.203311
  66665.0000    285.399656     -3.378308
  66666.0000    298.825756     -2.380313
  66667.0000    311.925181     -1.276731
  66668.0000    324.697397     -0.132935
  66669.0000    337.167190      0.992760
  66670.0000    349.380800      2.051312
  66671.0000      1.400873      3.002830
  66672.0000     13.301217      3.815004
  66673.0000     25.161831      4.461022
  66674.0000     37.064250      4.917725
  66675.0000     49.087053      5.164541
  66676.0000     61.301308      5.183587
  66677.0000     73.765900      4.961199
  66678.0000     86.522983      4.490926
  66679.0000     99.594155      3.777666
  66680.0000    112.978236      2.842087
  66681.0000    126.651551      1.723925
  66682.0000    140.571156      0.482525
  66683.0000    154.680632     -0.806472
  66684.0000    168.917206     -2.058176
  66685.0000    183.218504     -3.187690
  66686.0000    197.527442     -4.119268
  66687.0000    211.794533     -4.793450
  66688.0000    225.977825     -5.171311
  66689.0000    240.041345     -5.236023
  66690.0000    253.953229     -4.992384
  66691.0000    267.684528     -4.464921
  66692.0000    281.209272     -3.694804
  66693.0000    294.505828     -2.735699
  66694.0000    307.559140     -1.648782
  66695.0000    320.363243     -0.497452
  66696.0000    332.923424      0.657507
  66697.0000    345.257610      1.761563
  66698.0000    357.396806      2.768463
  66699.0000      9.384616      3.640646
  66700.0000     21.275991      4.348392
  66701.0000     33.135358      4.868293
  66702.0000     45.034199      5.181616
  66703.0000     57.048054      5.273133
  66704.0000     69.252783      5.130876
  66705.0000     81.719887      4.747194
  66706.0000     94.510757      4.121391
  66707.0000    107.669962      3.263854
  66708.0000    121.218179      2.201072
  66709.0000    135.146006      0.980023
  66710.0000    149.410517     -0.330311
  66711.0000    163.936478     -1.642539
  66712.0000    178.623418     -2.860337
  66713.0000    193.357970     -3.891899
  66714.0000    208.028859     -4.663222
  66715.0000    222.540680     -5.127004
  66716.0000    236.823060     -5.265183
  66717.0000    250.833642     -5.086024
  66718.0000    264.555571     -4.618294
  66719.0000    277.991587     -3.904990
  66720.0000    291.157057     -2.997987
  66721.0000    304.073793     -1.953929
  66722.0000    316.765648     -0.831049
  66723.0000    329.256207      0.313486
  66724.0000    341.568400      1.425913
  66725.0000    353.725568      2.457867
  66726.0000      5.753436      3.367837
  66727.0000     17.682395      4.121882
  66728.0000     29.549589      4.693568
  66729.0000     41.400433      5.063260
  66730.0000     53.289280      5.217074
  66731.0000     65.279077      5.145911
  66732.0000     77.439794      4.845022
  66733.0000     89.845405      4.314553
  66734.0000    102.569046      3.561434
  66735.0000    115.675981      2.602781
  66736.0000    129.214216      1.470480
  66737.0000    143.203270      0.215786
  66738.0000    157.622948     -1.088341
  66739.0000    172.405593     -2.350083
  66740.0000    187.436373     -3.468788
  66741.0000    202.565007     -4.350966
  66742.0000    217.628160     -4.927118
  66743.0000    232.476312     -5.162744
  66744.0000    246.996154     -5.059714
  66745.0000    261.121881     -4.649261
  66746.0000    274.834329     -3.981229
  66747.0000    288.151584     -3.114059
  66748.0000    301.116172     -2.107829
  66749.0000    313.782810     -1.020475
  66750.0000    326.208789      0.093760
  66751.0000    338.447567      1.184823
  66752.0000    350.545384      2.207104
  66753.0000      2.540407      3.119878
  66754.0000     14.463881      3.887971
  66755.0000     26.342734      4.482489
  66756.0000     38.203042      4.881345
  66757.0000     50.073763      5.069419
  66758.0000     61.990133      5.038314
  66759.0000     73.996202      4.785896
  66760.0000     86.146071      4.315919
  66761.0000     98.503427      3.638176
  66762.0000    111.138944      2.769545
  66763.0000    124.124999      1.736204
  66764.0000    137.527095      0.576899
  66765.0000    151.391669     -0.653528
  66766.0000    165.731001     -1.882151
  66767.0000    180.508102     -3.020206
  66768.0000    195.627208     -3.972056
  66769.0000    210.936897     -4.650808
  66770.0000    226.249959     -4.996130
  66771.0000    241.376374     -4.986697
  66772.0000    256.157863     -4.641556
  66773.0000    270.491292     -4.010813
  66774.0000    284.334961     -3.161326
  66775.0000    297.700467     -2.163734
  66776.0000    310.637229     -1.084194
  66777.0000    323.216161      0.019084
  66778.0000    335.516091      1.096090
  66779.0000    347.614015      2.103808
  66780.0000    359.578914      3.004842
  66781.0000     11.468481      3.766557
  66782.0000     23.328184      4.360941
  66783.0000     35.192265      4.765117
  66784.0000     47.086342      4.962227
  66785.0000     59.031239      4.942337
  66786.0000     71.047492      4.703086
  66787.0000     83.159863      4.249938
  66788.0000     95.401097      3.596122
  66789.0000    107.814204      2.762530
  66790.0000    120.452590      1.777917
  66791.0000    133.377424      0.679719
  66792.0000    146.651593     -0.484517
  66793.0000    160.329725     -1.655579
  66794.0000    174.444344     -2.762147
  66795.0000    188.989699     -3.723416
  66796.0000    203.907437     -4.456728
  66797.0000    219.080839     -4.890581
  66798.0000    234.344209     -4.979999
  66799.0000    249.508773     -4.718031
  66800.0000    264.397667     -4.137442
  66801.0000    278.876921     -3.301544
  66802.0000    292.871973     -2.288918
  66803.0000    306.367632     -1.178856
  66804.0000    319.396616     -0.041928
  66805.0000    332.023759      1.063657
  66806.0000    344.331037      2.091599
  66807.0000    356.405718      3.005155
  66808.0000      8.331949      3.774523
  66809.0000     20.185224      4.374897
  66810.0000     32.029079      4.785553
  66811.0000     43.913605      4.989985
  66812.0000     55.875592      4.976896
  66813.0000     67.940256      4.741687
  66814.0000     80.124414      4.287993
  66815.0000     92.440767      3.628873
  66816.0000    104.902615      2.787338
  66817.0000    117.528096      1.796192
  66818.0000    130.342975      0.697375
  66819.0000    143.381049     -0.458905
  66820.0000    156.681446     -1.615019
  66821.0000    170.282397     -2.706909
  66822.0000    184.211524     -3.665844
  66823.0000    198.473656     -4.422004
  66824.0000    213.038665     -4.910954
  66825.0000    227.833544     -5.083093
  66826.0000    242.743581     -4.914246
  66827.0000    257.625409     -4.413502
  66828.0000    272.329815     -3.624133
  66829.0000    286.727122     -2.616099
  66830.0000    300.726658     -1.472787
  66831.0000    314.285299     -0.277225
  66832.0000    327.405391      0.897794
  66833.0000    340.125881      1.994094
  66834.0000    352.511032      2.967966
  66835.0000      4.639682      3.787514
  66836.0000     16.596429      4.429338
  66837.0000     28.464872      4.875741
  66838.0000     40.322609      5.113028
  66839.0000     52.237562      5.131083
  66840.0000     64.265414      4.924149
  66841.0000     76.448136      4.492592
  66842.0000     88.813774      3.845198
  66843.0000    101.377650      3.001442
  66844.0000    114.144970      1.993034
  66845.0000    127.114456      0.864167
  66846.0000    140.282257     -0.329821
  66847.0000    153.645120     -1.525225
  66848.0000    167.201826     -2.653740
  66849.0000    180.952195     -3.646664
  66850.0000    194.893511     -4.439271
  66851.0000    209.014924     -4.975378
  66852.0000    223.291182     -5.212350
  66853.0000    237.677680     -5.126428
  66854.0000    252.109053     -4.717582
  66855.0000    266.502870     -4.012233
  66856.0000    280.768440     -3.062053
  66857.0000    294.818791     -1.938037
  66858.0000    308.582638     -0.720918
  66859.0000    322.013294      0.509364
  66860.0000    335.092911      1.682195
  66861.0000    347.832131      2.741037
  66862.0000      0.266430      3.644294
  66863.0000     12.450726      4.363446
  66864.0000     24.453540      4.879932
  66865.0000     36.351478      5.182038
  66866.0000     48.224272      5.262592
  66867.0000     60.150351      5.117870
  66868.0000     72.202747      4.747837
  66869.0000     84.445194      4.157691
  66870.0000     96.928425      3.360455
  66871.0000    109.686904      2.380101
  66872.0000    122.736424      1.254344
  66873.0000    136.073169      0.035955
  66874.0000    149.674698     -1.208482
  66875.0000    163.503035     -2.402932
  66876.0000    177.509485     -3.468924
  66877.0000    191.640288     -4.333776
  66878.0000    205.841935     -4.938190
  66879.0000    220.065016     -5.241754
  66880.0000    234.265980     -5.225848
  66881.0000    248.406855     -4.894229
  66882.0000    262.453597     -4.271912
  66883.0000    276.374132     -3.402731
  66884.0000    290.137095     -2.345638
  66885.0000    303.712005     -1.169698
  66886.0000    317.071047      0.051998
  66887.0000    330.192099      1.248733
  66888.0000    343.062294      2.357771
  66889.0000    355.681224      3.328147
  66890.0000      8.063130      4.122128
  66891.0000     20.237695      4.714558
  66892.0000     32.249464      5.090768
  66893.0000     44.156120      5.243956
  66894.0000     56.025950      5.172820
  66895.0000     67.934700      4.880009
  66896.0000     79.961893      4.371747
  66897.0000     92.186473      3.658770
  66898.0000    104.681566      2.758580
  66899.0000    117.508175      1.698701
  66900.0000    130.707953      0.520222
  66901.0000    144.295745     -0.719710
  66902.0000    158.253457     -1.948215
  66903.0000    172.527498     -3.081427
  66904.0000    187.032084     -4.033950
  66905.0000    201.659394     -4.731132
  66906.0000    216.295010     -5.120435
  66907.0000    230.834604     -5.178187
  66908.0000    245.196982     -4.910136
  66909.0000    259.330251     -4.346916
  66910.0000    273.210743     -3.537087
  66911.0000    286.836777     -2.540200
  66912.0000    300.220250     -1.421149
  66913.0000    313.378678     -0.245917
  66914.0000    326.329342      0.921743
  66915.0000    339.086256      2.023151
  66916.0000    351.659937      3.007214
  66917.0000      4.059419      3.832399
  66918.0000     16.295664      4.467865
  66919.0000     28.385404      4.893529
  66920.0000     40.354534      5.099110
  66921.0000     52.240475      5.082486
  66922.0000     64.093226      4.847857
  66923.0000     75.975043      4.404220
  66924.0000     87.958819      3.764624
  66925.0000    100.125096      2.946487
  66926.0000    112.557491      1.973149
  66927.0000    125.336090      0.876558
  66928.0000    138.528376     -0.299401
  66929.0000    152.177679     -1.496071
  66930.0000    166.290311     -2.639581
  66931.0000    180.824463     -3.645044
  66932.0000    195.685839     -4.426700
  66933.0000    210.734972     -4.912622
  66934.0000    225.807612     -5.059224
  66935.0000    240.743212     -4.859562
  66936.0000    255.411707     -4.342114
  66937.0000    269.729679     -3.561632
  66938.0000    283.662809     -2.586941
  66939.0000    297.217600     -1.490317
  66940.0000    310.428015     -0.340620
  66941.0000    323.341911      0.800022
  66942.0000    336.010083      1.877257
  66943.0000    348.478913      2.844619
  66944.0000      0.786604      3.663544
  66945.0000     12.962524      4.303603
  66946.0000     25.029024      4.742857
  66947.0000     37.004954      4.968064
  66948.0000     48.910044      4.974480
  66949.0000     60.769321      4.765178
  66950.0000     72.616820      4.349990
  66951.0000     84.498095      3.744395
  66952.0000     96.471215      2.968724
  66953.0000    108.606051      2.048044
  66954.0000    120.981587      1.012972
  66955.0000    133.680826     -0.098559
  66956.0000    146.782652     -1.238903
  66957.0000    160.350086     -2.348564
  66958.0000    174.415207     -3.355945
  66959.0000    188.962949     -4.181164
  66960.0000    203.918879     -4.745622
  66961.0000    219.148223     -4.986714
  66962.0000    234.471633     -4.873221
  66963.0000    249.696124     -4.414465
  66964.0000    264.650837     -3.658308
  66965.0000    279.214175     -2.679058
  66966.0000    293.324319     -1.561431
  66967.0000    306.974115     -0.387094
  66968.0000    320.196923      0.773055
  66969.0000    333.050333      1.861288
  66970.0000    345.602045      2.832186
  66971.0000    357.919545      3.650615
  66972.0000     10.063607      4.289840
  66973.0000     22.085065      4.730366
  66974.0000     34.024247      4.959521
  66975.0000     45.912487      4.971553
  66976.0000     57.775201      4.767872
  66977.0000     69.635916      4.357128
  66978.0000     81.520600      3.754973
  66979.0000     93.461621      2.983524
  66980.0000    105.500707      2.070741
  66981.0000    117.690406      1.050013
  66982.0000    130.093584     -0.039776
  66983.0000    142.780489     -1.153584
  66984.0000    155.822793     -2.239170
  66985.0000    169.284074     -3.236333
  66986.0000    183.206605     -4.077692
  66987.0000    197.595719     -4.692657
  66988.0000    212.405397     -5.016005
  66989.0000    227.531272     -5.000667
  66990.0000    242.817521     -4.631282
  66991.0000    258.079707     -3.932438
  66992.0000    273.137623     -2.966450
  66993.0000    287.846248     -1.820701
  66994.0000    302.114290     -0.590178
  66995.0000    315.907131      0.637611
  66996.0000    329.237974      1.791176
  66997.0000    342.153692      2.817068
  66998.0000    354.720560      3.677779
  66999.0000      7.012567      4.348126
  67000.0000     19.103026      4.811894
  67001.0000     31.059192      5.059530
  67002.0000     42.939343      5.087029
  67003.0000     54.791832      4.895819
  67004.0000     66.655750      4.493252
  67005.0000     78.562888      3.893312
  67006.0000     90.540668      3.117171
  67007.0000    102.615569      2.193355
  67008.0000    114.816504      1.157460
  67009.0000    127.177488      0.051520
  67010.0000    139.738945     -1.076757
  67011.0000    152.547027     -2.174714
  67012.0000    165.650384     -3.185461
  67013.0000    179.093961     -4.048952
  67014.0000    192.909816     -4.704196
  67015.0000    207.105773     -5.093613
  67016.0000    221.654159     -5.170247
  67017.0000    236.484436     -4.907402
  67018.0000    251.484141     -4.308245
  67019.0000    266.510728     -3.411196
  67020.0000    281.412612     -2.287271
  67021.0000    296.053153     -1.028840
  67022.0000    310.329957      0.266326
  67023.0000    324.184586      1.509727
  67024.0000    337.602373      2.631123
  67025.0000    350.605371      3.580960
  67026.0000      3.242305      4.328090
  67027.0000     15.578477      4.855417
  67028.0000     27.687191      5.155541
  67029.0000     39.643153      5.227519
  67030.0000     51.517740      5.075061
  67031.0000     63.375812      4.706063
  67032.0000     75.273798      4.133171
  67033.0000     87.258854      3.374940
  67034.0000     99.369000      2.457152
  67035.0000    111.634123      1.413805
  67036.0000    124.077656      0.287395
  67037.0000    136.718628     -0.871759
  67038.0000    149.573582     -2.007173
  67039.0000    162.657789     -3.058643
  67040.0000    175.985170     -3.965242
  67041.0000    189.566482     -4.668692
  67042.0000    203.405658     -5.117181
  67043.0000    217.494682     -5.269832
  67044.0000    231.808046     -5.101938
  67045.0000    246.298459     -4.610517
  67046.0000    260.895752     -3.818826
  67047.0000    275.510477     -2.777739
  67048.0000    290.042388     -1.562076
  67049.0000    304.392270     -0.261567
  67050.0000    318.474308      1.031480
  67051.0000    332.226052      2.234125
  67052.0000    345.614041      3.280961
  67053.0000    358.634743      4.127076
  67054.0000     11.311685      4.746569
  67055.0000     23.690287      5.128536
  67056.0000     35.831831      5.272510
  67057.0000     47.807573      5.184665
  67058.0000     59.693498      4.875394
  67059.0000     71.565835      4.358380
  67060.0000     83.497219      3.650962
  67061.0000     95.553338      2.775485
  67062.0000    107.789946      1.761168
  67063.0000    120.250282      0.645925
  67064.0000    132.963054     -0.522570
  67065.0000    145.941318     -1.687264
  67066.0000    159.182575     -2.784069
  67067.0000    172.670302     -3.746187
  67068.0000    186.376831     -4.509882
  67069.0000    200.267109     -5.020662
  67070.0000    214.302498     -5.238803
  67071.0000    228.443707     -5.143436
  67072.0000    242.652155     -4.734921
  67073.0000    256.889604     -4.035571
  67074.0000    271.116562     -3.088768
  67075.0000    285.290431     -1.956261
  67076.0000    299.364607     -0.713369
  67077.0000    313.289489      0.557908
  67078.0000    327.015761      1.777063
  67079.0000    340.499509      2.873006
  67080.0000    353.708019      3.789964
  67081.0000      6.624850      4.490205
  67082.0000     19.253027      4.953485
  67083.0000     31.615866      5.174147
  67084.0000     43.755627      5.157208
  67085.0000     55.730596      4.914632
  67086.0000     67.611308      4.462613
  67087.0000     79.476382      3.820182
  67088.0000     91.408181      3.009197
  67089.0000    103.488196      2.055524
  67090.0000    115.791958      0.991072
  67091.0000    128.383268     -0.143858
  67092.0000    141.307842     -1.298746
  67093.0000    154.587010     -2.412634
  67094.0000    168.212773     -3.416644
  67095.0000    182.146121     -4.239809
  67096.0000    196.320359     -4.817668
  67097.0000    210.650001     -5.101641
  67098.0000    225.043671     -5.066453
  67099.0000    239.417530     -4.713446
  67100.0000    253.705348     -4.069300
  67101.0000    267.862705     -3.181376
  67102.0000    281.865214     -2.111585
  67103.0000    295.702584     -0.930317
  67104.0000    309.371162      0.288977
  67105.0000    322.867397      1.474584
  67106.0000    336.183890      2.560933
  67107.0000    349.308757      3.492538
  67108.0000      2.228089      4.227053
  67109.0000     14.930547      4.736893
  67110.0000     27.412667      5.009095
  67111.0000     39.683493      5.043561
  67112.0000     51.767597      4.850267
  67113.0000     63.706145      4.446210
  67114.0000     75.556177      3.852833
  67115.0000     87.388493      3.094400
  67116.0000     99.284497      2.197567
  67117.0000    111.332061      1.192142
  67118.0000    123.620204      0.112852
  67119.0000    136.232125     -0.998319
  67120.0000    149.236224     -2.089978
  67121.0000    162.675279     -3.100573
  67122.0000    176.555171     -3.960599
  67123.0000    190.836290     -4.599031
  67124.0000    205.431987     -4.953896
  67125.0000    220.217705     -4.984540
  67126.0000    235.050634     -4.681168
  67127.0000    249.794496     -4.067599
  67128.0000    264.341037     -3.196201
  67129.0000    278.621622     -2.137678
  67130.0000    292.607352     -0.969989
  67131.0000    306.300770      0.230370
  67132.0000    319.723875      1.393685
  67133.0000    332.906474      2.459616
  67134.0000    345.877264      3.378284
  67135.0000    358.658596      4.110823
  67136.0000     11.264967      4.629805
  67137.0000     23.704674      4.919481
  67138.0000     35.983693      4.975531
  67139.0000     48.110630      4.804117
  67140.0000     60.101580      4.420231
  67141.0000     71.984009      3.845620
  67142.0000     83.799142      3.106735
  67143.0000     95.602743      2.233157
  67144.0000    107.464348      1.256829
  67145.0000    119.465021      0.212285
  67146.0000    131.693500     -0.862202
